緯度,經度,年,數量,縣市,鄉鎮,地點
24.964499,121.447738,2015,1,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,3,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,1,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,2,新北市,土城區,土城彈藥庫
24.964499,121.447738,2015,10~19,新北市,土城區,土城彈藥庫
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
24.896299,121.210504,2015,1,桃園市,平鎮區,平鎮區湧東路(通報)
25.046018,121.591209,2015,1,台北市,南港區,南港公園
25.046018,121.591209,2015,1,台北市,南港區,南港公園
25.046018,121.591209,2015,1,台北市,南港區,南港公園
25.046018,121.591209,2015,不計數,台北市,南港區,南港公園
24.98294621,121.3373408,2015,1,桃園市,龜山區,鄉民農園
24.98294621,121.3373408,2015,1,桃園市,龜山區,鄉民農園
24.98294621,121.3373408,2015,1,桃園市,龜山區,鄉民農園
24.98294621,121.3373408,2015,8,桃園市,龜山區,鄉民農園
24.98294621,121.3373408,2015,不計數,桃園市,龜山區,鄉民農園
24.98294621,121.3373408,2015,不計數,桃園市,龜山區,鄉民農園
24.98294621,121.3373408,2015,3,桃園市,龜山區,鄉民農園
24.98294621,121.3373408,2015,2,桃園市,龜山區,鄉民農園
24.1489,120.735458,2015,1,台中市,太平區,太平國中
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
24.1489,120.735458,2015,1,台中市,太平區,太平國中
24.909371,121.365586,2015,1,新北市,三峽區,通報-嘉添里
24.909371,121.365586,2015,不計數,新北市,三峽區,通報-嘉添里
24.909371,121.365586,2015,不計數,新北市,三峽區,通報-嘉添里
24.962585,121.365134,2015,3,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,不計數,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,11,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,11,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,1,新北市,鶯歌區,碧龍宮
24.962585,121.365134,2015,不計數,新北市,鶯歌區,碧龍宮
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
24.24799201,120.7837233,2015,2,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,1,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,2,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,1,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,1,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,1,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,1,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,1,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,1,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,1,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,1,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,1,台中市,新社區,七分荒塘
23.907222,120.692222,2015,25,南投縣,南投市,南鄉路
23.907222,120.692222,2015,1,南投縣,南投市,南鄉路
23.907222,120.692222,2015,2,南投縣,南投市,南鄉路
23.907222,120.692222,2015,2,南投縣,南投市,南鄉路
23.907222,120.692222,2015,不計數,南投縣,南投市,南鄉路
23.907222,120.692222,2015,不計數,南投縣,南投市,南鄉路
23.907222,120.692222,2015,5,南投縣,南投市,南鄉路
23.907222,120.692222,2015,5,南投縣,南投市,南鄉路
23.907222,120.692222,2015,1,南投縣,南投市,南鄉路
24.02107,120.597791,2015,3,彰化縣,芬園鄉,八卦山蝴蝶園
24.991776,121.564095,2015,1,台北市,文山區,明興生態區
24.991776,121.564095,2015,5,台北市,文山區,明興生態區
 23.999167,120.626111,2015,2,彰化縣,芬園鄉,寶藏寺後方
 23.999167,120.626111,2015,4,彰化縣,芬園鄉,寶藏寺後方
 23.999167,120.626111,2015,4,彰化縣,芬園鄉,寶藏寺後方
 23.999167,120.626111,2015,不計數,彰化縣,芬園鄉,寶藏寺後方
 23.999167,120.626111,2015,不計數,彰化縣,芬園鄉,寶藏寺後方
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,20,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,13,台北市,北投區,關渡自然公園
24.20684,120.593236,2015,2,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,1,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,不計數,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,不計數,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,不計數,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,不計數,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,不計數,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,10,台中市,西屯區,中都5E台中都會公園
24.20684,120.593236,2015,30,台中市,西屯區,中都5E台中都會公園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
24.991125,121.4884852,2015,3,新北市,永和區,漳和濕地
24.991125,121.4884852,2015,2,新北市,永和區,漳和濕地
24.991125,121.4884852,2015,1,新北市,永和區,漳和濕地
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
24.991091,"121.485486,",2015,1,新北市,中和區,漳和濕地(通報)
 23.910833,120.6575,2015,6,南投縣,南投市,半山坑 茶園
 23.910833,120.6575,2015,1,南投縣,南投市,半山坑 茶園
 23.910833,120.6575,2015,1,南投縣,南投市,半山坑 茶園
 23.910833,120.6575,2015,1,南投縣,南投市,半山坑 茶園
 23.910833,120.6575,2015,1,南投縣,南投市,半山坑 茶園
 23.910833,120.6575,2015,不計數,南投縣,南投市,半山坑 茶園
23.957897,120.595418,2015,5,彰化縣,員林鎮,員林紅10A
23.957897,120.595418,2015,3,彰化縣,員林鎮,員林紅10A
23.957897,120.595418,2015,不計數,彰化縣,員林鎮,員林紅10A
23.960951,120.55557,2015,5,彰化縣,員林鎮,員林紅1B
23.92316442,120.6231818,2015,4,彰化縣,社頭鄉,八卦山1
23.92316442,120.6231818,2015,1,彰化縣,社頭鄉,八卦山1
23.92316442,120.6231818,2015,1,彰化縣,社頭鄉,八卦山1
23.92316442,120.6231818,2015,18,彰化縣,社頭鄉,八卦山1
23.92316442,120.6231818,2015,1,彰化縣,社頭鄉,八卦山1
23.92316442,120.6231818,2015,1,彰化縣,社頭鄉,八卦山1
23.92316442,120.6231818,2015,不計數,彰化縣,社頭鄉,八卦山1
23.92316442,120.6231818,2015,不計數,彰化縣,社頭鄉,八卦山1
23.92130973,120.621704,2015,3,彰化縣,社頭鄉,八卦山2
23.92530207,120.6185686,2015,3,彰化縣,社頭鄉,八卦山5
23.92122639,120.6136103,2015,4,彰化縣,社頭鄉,八卦山3
23.92122639,120.6136103,2015,1,彰化縣,社頭鄉,八卦山3
24.00305,120.476313,2015,1,彰化縣,埔鹽鄉,稻香生態農園
24.00305,120.476313,2015,1,彰化縣,埔鹽鄉,稻香生態農園
24.84458,121.04388,2015,3,新竹縣,新埔鎮,墾園
24.84458,121.04388,2015,3,新竹縣,新埔鎮,墾園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,3,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,3,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,4,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,4,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,3,台北市,北投區,關渡自然公園
25.119162,121.470512,2015,4,台北市,北投區,關渡自然公園
 24.207943,120.800576,2015,2,台中市,新社區,新社紅33A
24.22986832,120.7953529,2015,8,台中市,新社區,新社石岡32-2
24.22986832,120.7953529,2015,1,台中市,新社區,新社石岡32-2
24.22986832,120.7953529,2015,1,台中市,新社區,新社石岡32-2
24.22986832,120.7953529,2015,1,台中市,新社區,新社石岡32-2
24.24048,120.8102,2015,3,台中市,新社區,新社29  新社國小
24.24048,120.8102,2015,不計數,台中市,新社區,新社29  新社國小
24.24048,120.8102,2015,不計數,台中市,新社區,新社29  新社國小
24.23540558,120.8185431,2015,3,台中市,新社區,新社石岡25(月湖)
24.26180711,120.7904365,2015,2,台中市,新社區,新社石岡17
24.25266355,120.7926673,2015,1,台中市,新社區,新社石岡22
24.25266355,120.7926673,2015,1,台中市,新社區,新社石岡22
24.25266355,120.7926673,2015,3,台中市,新社區,新社石岡22
24.25266355,120.7926673,2015,3,台中市,新社區,新社石岡22
24.24568658,120.7816395,2015,2,台中市,新社區,新社石岡26-2
24.26091781,120.7808847,2015,1,台中市,石岡區,新社石岡16
24.26091781,120.7808847,2015,1,台中市,石岡區,新社石岡16
24.26091781,120.7808847,2015,10~19,台中市,石岡區,新社石岡16
24.229296,120.803368,2015,1,台中市,新社區,興中街
24.229296,120.803368,2015,不計數,台中市,新社區,興中街
24.229296,120.803368,2015,不計數,台中市,新社區,興中街
24.229296,120.803368,2015,3,台中市,新社區,興中街
24.229296,120.803368,2015,6,台中市,新社區,興中街
24.24799201,120.7837233,2015,8,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,4,台中市,新社區,七分荒塘
24.24799201,120.7837233,2015,3,台中市,新社區,七分荒塘
24.28540168,120.7913336,2015,不計數,台中市,石岡區,新社石岡1
24.28540168,120.7913336,2015,4,台中市,石岡區,新社石岡1
24.29286065,120.8055958,2015,2,台中市,石岡區,新社石岡2-3
24.29412137,120.8100664,2015,1,台中市,石岡區,新社石岡3
24.00305,120.476313,2015,1,彰化縣,埔鹽鄉,稻香5.1 稻香生態農場
24.00305,120.476313,2015,1,彰化縣,埔鹽鄉,稻香5.1 稻香生態農場
23.954551,120.455836,2015,1,彰化縣,溪湖鎮,溪湖4B
23.954551,120.455836,2015,4,彰化縣,溪湖鎮,溪湖4B
23.954551,120.455836,2015,2,彰化縣,溪湖鎮,溪湖4B
23.902453,120.499988,2015,2,彰化縣,田尾鄉,彰36A
23.85289,120.515586,2015,1,彰化縣,溪州鄉,彰27B
 23.929765,120.535479,2015,6,彰化縣,永靖鄉,朝奉路(紅)
 23.929765,120.535479,2015,1,彰化縣,永靖鄉,朝奉路(紅)
 23.929765,120.535479,2015,6,彰化縣,永靖鄉,朝奉路(紅)
24.988803,121.623086,2015,2,新北市,深坑區,向天湖
24.988803,121.623086,2015,不計數,新北市,深坑區,向天湖
24.98878107,121.623067,2015,1,新北市,深坑區,向天湖(通報)
24.99792733,121.5818047,2015,17,台北市,文山區,臺北市立動物園--教育中心
24.99792733,121.5818047,2015,2,台北市,文山區,臺北市立動物園--教育中心
24.99543907,121.5855177,2015,17,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2015,2,台北市,文山區,臺北市立動物園-酷節能屋
25.044583,121.606972,2015,1,台北市,南港區,中央研究院(北)-生態池
 25.168585,121.416438,2015,10,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2015,9,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2015,不計數,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2015,2,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2015,3,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2015,不計數,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2015,不計數,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2015,3,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2015,2,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2015,3,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2015,1,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2015,1,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2015,1,新北市,八里區,挖子尾土地公廟
 25.167930,121.416801,2015,3,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,20~29,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,1,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,1,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,不計數,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,不計數,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,不計數,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,不計數,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,10,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,2,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,2,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,2,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,2,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,不計數,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,1,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,1,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,不計數,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,2,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2015,2,新北市,八里區,挖子尾菜園
