緯度,經度,年,數量,縣市,鄉鎮,地點
 25.168585,121.416438,2016,2,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2016,1,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2016,1,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2016,1,新北市,八里區,挖子尾土地公廟
24.986667,121.559243,2016,1,台北市,文山區,興隆路4段50號(通報)
25.12547781,121.4425222,2016,3,新北市,八里區,觀音山 田埔巷4 
25.12547781,121.4425222,2016,4,新北市,八里區,觀音山 田埔巷4 
25.12547781,121.4425222,2016,不計數,新北市,八里區,觀音山 田埔巷4 
25.12547781,121.4425222,2016,不計數,新北市,八里區,觀音山 田埔巷4 
25.12547781,121.4425222,2016,1,新北市,八里區,觀音山 田埔巷4 
24.99792733,121.5818047,2016,34,台北市,文山區,臺北市立動物園--教育中心
24.99792733,121.5818047,2016,4,台北市,文山區,臺北市立動物園--教育中心
24.99543907,121.5855177,2016,36,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2016,4,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2016,25,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,7,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,不計數,台北市,文山區,臺北市立動物園-溫帶動物區
25.07754696,121.4273713,2016,3,新北市,五股區,外寮路
25.078673,121.423074,2016,10~19,新北市,五股區,班腿-外寮路池塘
25.078673,121.423074,2016,2,新北市,五股區,班腿-外寮路池塘
25.119162,121.470512,2016,不計數,台北市,北投區,關渡自然公園
25.036085,121.489632,2016,1,台北市,萬華區,華江雁鴨公園(通報)
24.970002,121.578838,2016,10~19,台北市,文山區,明德宮杏花林
24.970002,121.578838,2016,2,台北市,文山區,明德宮杏花林
24.970002,121.578838,2016,20~29,台北市,文山區,明德宮杏花林
24.966361,121.583779,2016,6,台北市,文山區,貓空茶園
24.966361,121.583779,2016,10~19,台北市,文山區,貓空茶園
24.967153,121.583576,2016,30~39,台北市,文山區,樟樹步道水田
23.872362,120.67021,2016,1,南投縣,名間鄉,新大巷3之38號(通報)
24.99543907,121.5855177,2016,12,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2016,2,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2016,7,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2016,24,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,2,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,1,台北市,文山區,臺北市立動物園-溫帶動物區
23.716184,120.587153,2016,1,雲林縣,斗六市,牛埔子溪旁私人菜園
23.716184,120.587153,2016,3,雲林縣,斗六市,牛埔子溪旁私人菜園
23.716184,120.587153,2016,3,雲林縣,斗六市,牛埔子溪旁私人菜園
23.716184,120.587153,2016,2,雲林縣,斗六市,牛埔子溪旁私人菜園
23.725614,120.545418,2016,3,雲林縣,斗六市,河堤南路(靠近萬年橋)
23.725614,120.545418,2016,5,雲林縣,斗六市,河堤南路(靠近萬年橋)
23.725614,120.545418,2016,5,雲林縣,斗六市,河堤南路(靠近萬年橋)
23.725614,120.545418,2016,不計數,雲林縣,斗六市,河堤南路(靠近萬年橋)
23.725614,120.545418,2016,不計數,雲林縣,斗六市,河堤南路(靠近萬年橋)
24.991776,121.564095,2016,1,台北市,文山區,明興生態區
24.991776,121.564095,2016,3,台北市,文山區,明興生態區
24.991776,121.564095,2016,3,台北市,文山區,明興生態區
24.93201,121.39232,2016,4,新北市,三峽區,介壽路二段136巷
24.93201,121.39232,2016,5,新北市,三峽區,介壽路二段136巷
24.93201,121.39232,2016,,新北市,三峽區,介壽路二段136巷
24.93201,121.39232,2016,,新北市,三峽區,介壽路二段136巷
24.92917,121.38209,2016,2,新北市,三峽區,介壽路一段238巷
24.92917,121.38209,2016,,新北市,三峽區,介壽路一段238巷
24.92917,121.38209,2016,1,新北市,三峽區,介壽路一段238巷
24.844923,121.044212,2016,2,新竹縣,新埔鎮,墾園農場
24.844923,121.044212,2016,5,新竹縣,新埔鎮,墾園農場
25.09424,121.439237,2016,9,新北市,五股區,御史路3(92巷)
25.09424,121.439237,2016,1,新北市,五股區,御史路3(92巷)
25.09424,121.439237,2016,1,新北市,五股區,御史路3(92巷)
25.09424,121.439237,2016,不計數,新北市,五股區,御史路3(92巷)
25.09424,121.439237,2016,5,新北市,五股區,御史路3(92巷)
25.09447085,121.4224035,2016,14,新北市,五股區,觀音山 民義路1 
25.09447085,121.4224035,2016,3,新北市,五股區,觀音山 民義路1 
25.09447085,121.4224035,2016,13,新北市,五股區,觀音山 民義路1 
25.09447085,121.4224035,2016,1,新北市,五股區,觀音山 民義路1 
25.09885403,121.41761,2016,5,新北市,五股區,觀音山 民義路3 
25.094395,121.439494,2016,9,新北市,五股區,御史路92巷
25.094395,121.439494,2016,1,新北市,五股區,御史路92巷
25.094395,121.439494,2016,1,新北市,五股區,御史路92巷
25.094395,121.439494,2016,不計數,新北市,五股區,御史路92巷
25.094395,121.439494,2016,不計數,新北市,五股區,御史路92巷
25.094395,121.439494,2016,4,新北市,五股區,御史路92巷
25.09623129,121.4379852,2016,14,新北市,五股區,觀音山御史路(峻利寬業120之1)1 
25.09623129,121.4379852,2016,10~19,新北市,五股區,觀音山御史路(峻利寬業120之1)1 
25.09623129,121.4379852,2016,7,新北市,五股區,觀音山御史路(峻利寬業120之1)1 
"24.120868,",120.674129,2016,1,台中市,南  區,中興大學(通報)
25.11390263,121.4050382,2016,15,新北市,五股區,觀音山 民義路7 
25.11390263,121.4050382,2016,1,新北市,五股區,觀音山 民義路7 
25.11390263,121.4050382,2016,21,新北市,五股區,觀音山 民義路7 
25.11390263,121.4050382,2016,不計數,新北市,五股區,觀音山 民義路7 
25.11390263,121.4050382,2016,不計數,新北市,五股區,觀音山 民義路7 
25.11390263,121.4050382,2016,10~19,新北市,五股區,觀音山 民義路7 
25.11390263,121.4050382,2016,3,新北市,五股區,觀音山 民義路7 
25.12166101,121.4136713,2016,13,新北市,五股區,觀音山 御史路7 
25.12166101,121.4136713,2016,3,新北市,五股區,觀音山 御史路7 
25.12166101,121.4136713,2016,不計數,新北市,五股區,觀音山 御史路7 
25.12166101,121.4136713,2016,不計數,新北市,五股區,觀音山 御史路7 
25.10291502,121.4117442,2016,1,新北市,五股區,觀音山 民義路4 
25.10291502,121.4117442,2016,1,新北市,五股區,觀音山 民義路4 
25.10291502,121.4117442,2016,3,新北市,五股區,觀音山 民義路4 
25.10291502,121.4117442,2016,7,新北市,五股區,觀音山 民義路4 
25.044583,121.606972,2016,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,8,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,2,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,7,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,2,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,2,台北市,南港區,中央研究院(北)-生態池
24.989557,121.55558,2016,10~19,台北市,文山區,永建生態園區北區
24.989557,121.55558,2016,4,台北市,文山區,永建生態園區北區
24.991776,121.564095,2016,6,台北市,文山區,明興生態區
24.197673,120.59021,2016,1,台中市,沙鹿區,中都8A牛頂頭
24.197673,120.59021,2016,>50,台中市,沙鹿區,中都8A牛頂頭
24.211002,120.587048,2016,不計數,台中市,沙鹿區,中都4A 台中都會公園西北邊
24.211002,120.587048,2016,1,台中市,沙鹿區,中都4A 台中都會公園西北邊
24.211002,120.587048,2016,2,台中市,沙鹿區,中都4A 台中都會公園西北邊
25.13,121.532,2016,1,台北市,士林區,天母公園
24.208909,120.599401,2016,1,台中市,西屯區,中都門口與北側停車場
24.208415,120.597234,2016,1,台中市,西屯區,中央水池與健康水道
24.206875,120.596931,2016,1,台中市,西屯區,中都公園動力機械房
24.206875,120.596931,2016,1,台中市,西屯區,中都公園動力機械房
24.206875,120.596931,2016,1,台中市,西屯區,中都公園動力機械房
24.206875,120.596931,2016,1,台中市,西屯區,中都公園動力機械房
24.206875,120.596931,2016,2,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,1,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,7,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,1,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,1,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,1,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,5,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,3,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,2,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,不計數,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,1,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,不計數,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,不計數,台中市,西屯區,中都公園水域
24.206875,120.596931,2016,不計數,台中市,西屯區,中都公園水域
25.103916,121.532041,2016,1,台北市,士林區,芝山文化生態 綠園
25.103916,121.532041,2016,1,台北市,士林區,芝山文化生態 綠園
25.103916,121.532041,2016,1,台北市,士林區,芝山文化生態 綠園
24.98400556,121.3538167,2016,1,桃園市,龜山區,福源山登山步道口
24.98400556,121.3538167,2016,2,桃園市,龜山區,福源山登山步道口
24.98425834,121.3535528,2016,7,桃園市,龜山區,大丘田
25.0850121,121.415045,2016,23,新北市,五股區,觀音山 龔鉤路2 
25.0850121,121.415045,2016,2,新北市,五股區,觀音山 龔鉤路2 
25.0850121,121.415045,2016,不計數,新北市,五股區,觀音山 龔鉤路2 
25.0850121,121.415045,2016,不計數,新北市,五股區,觀音山 龔鉤路2 
25.09207362,121.4112518,2016,3,新北市,五股區,觀音山 龔鉤路3 
25.09207362,121.4112518,2016,2,新北市,五股區,觀音山 龔鉤路3 
25.09207362,121.4112518,2016,不計數,新北市,五股區,觀音山 龔鉤路3 
25.09207362,121.4112518,2016,不計數,新北市,五股區,觀音山 龔鉤路3 
25.09207362,121.4112518,2016,5,新北市,五股區,觀音山 龔鉤路3 
25.09207362,121.4112518,2016,1,新北市,五股區,觀音山 龔鉤路3 
25.09207362,121.4112518,2016,1,新北市,五股區,觀音山 龔鉤路3 
25.08383325,121.4168948,2016,54,新北市,五股區,觀音山 龔鉤路4 
25.08383325,121.4168948,2016,2,新北市,五股區,觀音山 龔鉤路4 
25.08383325,121.4168948,2016,不計數,新北市,五股區,觀音山 龔鉤路4 
25.08383325,121.4168948,2016,不計數,新北市,五股區,觀音山 龔鉤路4 
25.077488,121.425032,2016,15,新北市,五股區,外寮路2(民宅外竹林)
25.077488,121.425032,2016,2,新北市,五股區,外寮路2(民宅外竹林)
25.077488,121.425032,2016,不計數,新北市,五股區,外寮路2(民宅外竹林)
25.077488,121.425032,2016,不計數,新北市,五股區,外寮路2(民宅外竹林)
25.07865,121.42296,2016,不計數,新北市,五股區,外寮路-水池2(紅)
25.07865,121.42296,2016,不計數,新北市,五股區,外寮路-水池2(紅)
25.07865,121.42296,2016,28,新北市,五股區,外寮路-水池2(紅)
24.989704,121.3493235,2016,1,桃園市,龜山區,成功工商周邊
24.989704,121.3493235,2016,1,桃園市,龜山區,成功工商周邊
24.99085101,121.3457629,2016,3,桃園市,龜山區,明成街菜園
24.996801,121.347601,2016,6,桃園市,龜山區,育美街
24.99792733,121.5818047,2016,24,台北市,文山區,臺北市立動物園--教育中心
24.99792733,121.5818047,2016,7,台北市,文山區,臺北市立動物園--教育中心
24.99792733,121.5818047,2016,不計數,台北市,文山區,臺北市立動物園--教育中心
24.99543907,121.5855177,2016,24,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2016,2,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2016,29,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,6,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,不計數,台北市,文山區,臺北市立動物園-溫帶動物區
25.119162,121.470512,2016,不計數,台北市,北投區,關渡自然公園
25.153921,121.493407,2016,3,台北市,北投區,貴子坑親山步道
25.153921,121.493407,2016,3,台北市,北投區,貴子坑親山步道
24.964499,121.447738,2016,17,新北市,土城區,土城彈藥庫
24.964499,121.447738,2016,2,新北市,土城區,土城彈藥庫
24.964499,121.447738,2016,4,新北市,土城區,土城彈藥庫
24.964499,121.447738,2016,3,新北市,土城區,土城彈藥庫
24.964499,121.447738,2016,1,新北市,土城區,土城彈藥庫
24.964499,121.447738,2016,1,新北市,土城區,土城彈藥庫
24.964499,121.447738,2016,2,新北市,土城區,土城彈藥庫
24.964499,121.447738,2016,5,新北市,土城區,土城彈藥庫
24.964499,121.447738,2016,不計數,新北市,土城區,土城彈藥庫
24.964499,121.447738,2016,不計數,新北市,土城區,土城彈藥庫
24.99792733,121.5818047,2016,17,台北市,文山區,臺北市立動物園--教育中心
24.99792733,121.5818047,2016,6,台北市,文山區,臺北市立動物園--教育中心
24.99543907,121.5855177,2016,41,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2016,4,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2016,30,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,9,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,不計數,台北市,文山區,臺北市立動物園-溫帶動物區
25.119162,121.470512,2016,不計數,台北市,北投區,關渡自然公園
24.991776,121.564095,2016,3,台北市,文山區,明興生態區
24.991776,121.564095,2016,3,台北市,文山區,明興生態區
25.04317,121.591568,2016,4,台北市,南港區,南港公園
25.04317,121.591568,2016,3,台北市,南港區,南港公園
25.04317,121.591568,2016,不計數,台北市,南港區,南港公園
25.04317,121.591568,2016,10~19,台北市,南港區,南港公園
25.04317,121.591568,2016,2,台北市,南港區,南港公園
25.04317,121.591568,2016,1,台北市,南港區,南港公園
25.04317,121.591568,2016,3,台北市,南港區,南港公園
25.04317,121.591568,2016,25,台北市,南港區,南港公園
25.04317,121.591568,2016,8,台北市,南港區,南港公園
25.04317,121.591568,2016,2,台北市,南港區,南港公園
25.04317,121.591568,2016,5,台北市,南港區,南港公園
25.04317,121.591568,2016,2,台北市,南港區,南港公園
25.04317,121.591568,2016,5,台北市,南港區,南港公園
25.04317,121.591568,2016,3,台北市,南港區,南港公園
25.04317,121.591568,2016,2,台北市,南港區,南港公園
25.12864,121.4658,2016,1,台北市,北投區,國立台北藝術大學
25.12864,121.4658,2016,6,台北市,北投區,國立台北藝術大學
25.12864,121.4658,2016,6,台北市,北投區,國立台北藝術大學
25.12864,121.4658,2016,1,台北市,北投區,國立台北藝術大學
25.12864,121.4658,2016,8,台北市,北投區,國立台北藝術大學
25.12864,121.4658,2016,2,台北市,北投區,國立台北藝術大學
25.12864,121.4658,2016,2,台北市,北投區,國立台北藝術大學
25.12864,121.4658,2016,6,台北市,北投區,國立台北藝術大學
25.12864,121.4658,2016,不計數,台北市,北投區,國立台北藝術大學
"25.153931,",121.487429,2016,1,新北市,淡水區,秀水路開心農場旁邊(通報)
25.105744,121.534166,2016,1,台北市,士林區,芝玉路一段52號(通報)
25.078965,121.415119,2016,12,新北市,五股區,外寮路(動物之家附近)
25.078965,121.415119,2016,2,新北市,五股區,外寮路(動物之家附近)
25.078965,121.415119,2016,9,新北市,五股區,外寮路(動物之家附近)
25.078965,121.415119,2016,不計數,新北市,五股區,外寮路(動物之家附近)
25.078965,121.415119,2016,不計數,新北市,五股區,外寮路(動物之家附近)
 25.077630,121.41172,2016,28,新北市,五股區,登林路(紅)
 25.077630,121.41172,2016,1,新北市,五股區,登林路(紅)
 25.077630,121.41172,2016,不計數,新北市,五股區,登林路(紅)
 25.077630,121.41172,2016,不計數,新北市,五股區,登林路(紅)
25.119162,121.470512,2016,不計數,台北市,北投區,關渡自然公園
 25.078710,121.42011,2016,5,新北市,五股區,外寮路-水池(紅)
 25.078710,121.42011,2016,不計數,新北市,五股區,外寮路-水池(紅)
 25.078710,121.42011,2016,不計數,新北市,五股區,外寮路-水池(紅)
25.08664313,121.4030549,2016,5,新北市,五股區,觀音山 粉寮路5 
25.08948083,121.4053147,2016,2,新北市,五股區,觀音山 粉寮路4 
25.08948083,121.4053147,2016,不計數,新北市,五股區,觀音山 粉寮路4 
25.08383325,121.4168948,2016,24,新北市,五股區,觀音山 龔鉤路4 
25.08383325,121.4168948,2016,7,新北市,五股區,觀音山 龔鉤路4 
25.08383325,121.4168948,2016,不計數,新北市,五股區,觀音山 龔鉤路4 
25.08383325,121.4168948,2016,不計數,新北市,五股區,觀音山 龔鉤路4 
25.119162,121.470512,2016,不計數,台北市,北投區,關渡自然公園
24.99792733,121.5818047,2016,22,台北市,文山區,臺北市立動物園--教育中心
24.99792733,121.5818047,2016,7,台北市,文山區,臺北市立動物園--教育中心
24.99543907,121.5855177,2016,30,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2016,1,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2016,41,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,6,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,不計數,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,2,台北市,文山區,臺北市立動物園-溫帶動物區
25.26816,121.547701,2016,1,新北市,石門區,小坑路(通報)
24.844247,120.925263,2016,1,新竹縣,新竹市,南寮漁港運動公園(通報)
25.042247,121.609278,2016,不計數,台北市,南港區,潘家菜園
25.042247,121.609278,2016,2,台北市,南港區,潘家菜園
25.042247,121.609278,2016,1,台北市,南港區,潘家菜園
25.042247,121.609278,2016,不計數,台北市,南港區,潘家菜園
25.042247,121.609278,2016,8,台北市,南港區,潘家菜園
25.042247,121.609278,2016,2,台北市,南港區,潘家菜園
25.042247,121.609278,2016,3,台北市,南港區,潘家菜園
25.042247,121.609278,2016,1,台北市,南港區,潘家菜園
25.042247,121.609278,2016,1,台北市,南港區,潘家菜園
24.26091781,120.7808847,2016,6,台中市,石岡區,新社石岡16(2015)
24.26091781,120.7808847,2016,2,台中市,石岡區,新社石岡16(2015)
24.26091781,120.7808847,2016,2,台中市,石岡區,新社石岡16(2015)
24.26091781,120.7808847,2016,2,台中市,石岡區,新社石岡16(2015)
24.26091781,120.7808847,2016,不計數,台中市,石岡區,新社石岡16(2015)
24.26091781,120.7808847,2016,不計數,台中市,石岡區,新社石岡16(2015)
24.24568658,120.7816395,2016,10~19,台中市,新社區,新社石岡26.2(2015)
24.26180711,120.7904365,2016,10~19,台中市,石岡區,新社石岡17(2015)
24.26195229,120.7976358,2016,4,台中市,石岡區,新社石岡18(2015)
24.99792733,121.5818047,2016,20,台北市,文山區,臺北市立動物園--教育中心
24.99792733,121.5818047,2016,2,台北市,文山區,臺北市立動物園--教育中心
24.99792733,121.5818047,2016,不計數,台北市,文山區,臺北市立動物園--教育中心
24.99543907,121.5855177,2016,28,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2016,1,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2016,33,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,7,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,1,台北市,文山區,臺北市立動物園-溫帶動物區
24.24799201,120.7837233,2016,2,台中市,新社區,七分荒塘
24.24799201,120.7837233,2016,1,台中市,新社區,七分荒塘
24.24799201,120.7837233,2016,1,台中市,新社區,七分荒塘
24.24799201,120.7837233,2016,1,台中市,新社區,七分荒塘
24.958542,121.445283,2016,1,新北市,土城區,南天母路
24.991776,121.564095,2016,4,台北市,文山區,明興生態區
24.991776,121.564095,2016,4,台北市,文山區,明興生態區
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,4,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,6,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,3,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,3,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,13,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,7,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,2,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,1,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,,台北市,北投區,關渡自然公園
25.029583,121.621861,2016,不計數,台北市,南港區,山水綠生態公園
25.029583,121.621861,2016,不計數,台北市,南港區,山水綠生態公園
25.029583,121.621861,2016,1,台北市,南港區,山水綠生態公園
25.029583,121.621861,2016,23,台北市,南港區,山水綠生態公園
25.029583,121.621861,2016,3,台北市,南港區,山水綠生態公園
22.746733,120.633642,2016,1,屏東縣,三地門,大路觀外圍06
24.99792733,121.5818047,2016,26,台北市,文山區,臺北市立動物園--教育中心
24.99792733,121.5818047,2016,1,台北市,文山區,臺北市立動物園--教育中心
24.99543907,121.5855177,2016,26,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2016,3,台北市,文山區,臺北市立動物園-酷節能屋
24.99543907,121.5855177,2016,不計數,台北市,文山區,臺北市立動物園-酷節能屋
24.99259085,121.5911902,2016,13,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,6,台北市,文山區,臺北市立動物園-溫帶動物區
24.99259085,121.5911902,2016,不計數,台北市,文山區,臺北市立動物園-溫帶動物區
25.044583,121.606972,2016,不計數,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,10~19,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,1,台北市,南港區,中央研究院(北)-生態池
25.044583,121.606972,2016,2,台北市,南港區,中央研究院(北)-生態池
25.042247,121.609278,2016,不計數,台北市,南港區,潘家菜園
25.042247,121.609278,2016,不計數,台北市,南港區,潘家菜園
25.042247,121.609278,2016,2,台北市,南港區,潘家菜園
25.042247,121.609278,2016,2,台北市,南港區,潘家菜園
25.042247,121.609278,2016,3,台北市,南港區,潘家菜園
25.042247,121.609278,2016,1,台北市,南港區,潘家菜園
25.042247,121.609278,2016,5,台北市,南港區,潘家菜園
25.119162,121.470512,2016,不計數,台北市,北投區,關渡自然公園
25.03405,121.56177,2016,3,台北市,信義區,中強公園
25.119162,121.470512,2016,不計數,台北市,北投區,關渡自然公園
25.119162,121.470512,2016,不計數,台北市,北投區,關渡自然公園
22.7255,120.638233,2016,1,屏東縣,高樹鄉,賽嘉巷水溝
25.0147317,121.5574216,2016,6,台北市,大安區,富陽自然公園
25.0147317,121.5574216,2016,4,台北市,大安區,富陽自然公園
25.0147317,121.5574216,2016,2,台北市,大安區,富陽自然公園
25.0147317,121.5574216,2016,1,台北市,大安區,富陽自然公園
25.0147317,121.5574216,2016,1,台北市,大安區,富陽自然公園
25.014733,121.557421,2016,1,台北市,大安區,富陽公園
25.014733,121.557421,2016,1,台北市,大安區,富陽公園
25.014733,121.557421,2016,2,台北市,大安區,富陽公園
25.014733,121.557421,2016,1,台北市,大安區,富陽公園
25.014733,121.557421,2016,10~19,台北市,大安區,富陽公園
25.014733,121.557421,2016,30~39,台北市,大安區,富陽公園
25.014733,121.557421,2016,4,台北市,大安區,富陽公園
 25.167224,121.416063,2016,1,新北市,八里區,挖子尾新竹林
 25.167224,121.416063,2016,3,新北市,八里區,挖子尾新竹林
 25.167224,121.416063,2016,1,新北市,八里區,挖子尾新竹林
 25.167224,121.416063,2016,1,新北市,八里區,挖子尾新竹林
 25.167224,121.416063,2016,1,新北市,八里區,挖子尾新竹林
 25.168585,121.416438,2016,3,新北市,八里區,挖子尾土地公廟
 25.168585,121.416438,2016,1,新北市,八里區,挖子尾土地公廟
 25.167930,121.416801,2016,5,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,2,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,1,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,10~19,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,2,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,1,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,1,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,不計數,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,不計數,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,不計數,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,不計數,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,不計數,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,不計數,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,1,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,2,新北市,八里區,挖子尾菜園
 25.167930,121.416801,2016,1,新北市,八里區,挖子尾菜園
24.29412137,120.8100664,2016,2,台中市,東勢區,新社石岡3(2015)
24.29412137,120.8100664,2016,10,台中市,東勢區,新社石岡3(2015)
24.29412137,120.8100664,2016,1,台中市,東勢區,新社石岡3(2015)
24.29412137,120.8100664,2016,不計數,台中市,東勢區,新社石岡3(2015)
24.29412137,120.8100664,2016,不計數,台中市,東勢區,新社石岡3(2015)
24.29412137,120.8100664,2016,不計數,台中市,東勢區,新社石岡3(2015)
