採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
磯崎海水浴場,磯崎海水浴場左,甲,2013/7/29 上午 08:57:00,6211,29.0,8.0,--,31.6,--,--,--,--,34.2,--,--,--,--,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2013/7/28 下午 02:28:00,6113,32.6,8.2,--,35.7,--,--,--,--,33.5,--,--,--,--,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2013/7/28 下午 02:22:00,6112,32.9,8.2,--,35.7,--,--,--,--,33.4,--,--,--,--,<10,<10
旗津海水浴場,旗津海水浴場右,乙,2013/7/28 下午 02:16:00,6083,32.1,8.2,--,32.8,--,--,--,--,32.8,--,--,--,--,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2013/7/28 下午 02:15:00,6111,32.5,8.1,--,35.7,--,--,--,--,33.5,--,--,--,--,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2013/7/28 下午 02:09:00,6103,30.5,8.1,--,33.5,--,--,--,--,35.0,--,--,--,--,<10,<10
旗津海水浴場,旗津海水浴場中,乙,2013/7/28 下午 02:08:00,6082,32.2,8.2,--,32.8,--,--,--,--,32.8,--,--,--,--,<10,10
旗津海水浴場,旗津海水浴場左,乙,2013/7/28 下午 02:00:00,6081,32.2,8.2,--,32.8,--,--,--,--,32.7,--,--,--,--,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2013/7/28 下午 01:54:00,6102,30.4,8.1,--,33.5,--,--,--,--,35.0,--,--,--,--,35,<10
杉原海水浴場,杉原海水浴場左,甲,2013/7/28 下午 01:41:00,6101,30.6,8.1,--,33.5,--,--,--,--,35.0,--,--,--,--,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2013/7/28 上午 11:07:00,6063,30.8,8.1,--,34.5,--,--,--,--,33.7,--,--,--,--,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2013/7/28 上午 11:02:00,6062,30.8,8.1,--,34.5,--,--,--,--,33.7,--,--,--,--,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2013/7/28 上午 10:53:00,6061,31.1,8.1,--,34.5,--,--,--,--,33.8,--,--,--,--,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2013/7/28 上午 10:25:00,6093,30.4,8.2,--,32.5,--,--,--,--,33.6,--,--,--,--,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2013/7/28 上午 10:17:00,6092,30.4,8.2,--,32.5,--,--,--,--,33.6,--,--,--,--,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2013/7/28 上午 10:05:00,6091,30.9,8.1,--,32.5,--,--,--,--,33.6,--,--,--,--,25,30
觀音亭,觀音亭右,甲,2013/7/28 上午 09:40:00,6263,30.3,8.2,--,32.7,--,--,--,--,34.5,--,--,--,--,<10,<10
觀音亭,觀音亭中,甲,2013/7/28 上午 09:35:00,6262,30.3,8.1,--,32.7,--,--,--,--,34.5,--,--,--,--,<10,<10
觀音亭,觀音亭左,甲,2013/7/28 上午 09:30:00,6261,30.1,8.1,--,32.7,--,--,--,--,34.3,--,--,--,--,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2013/6/24 下午 01:44:00,6021,29.6,8.1,--,31.6,--,--,--,--,30.4,--,--,--,--,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2013/6/24 下午 01:37:00,6022,29.1,8.1,--,31.8,--,--,--,--,32.7,--,--,--,--,<10,<10
新金山海水浴場,新金山海水浴場右,乙,2013/6/24 下午 01:29:00,6023,29.2,8.1,--,31.9,--,--,--,--,33.4,--,--,--,--,15,<10
福隆海水浴場,福隆海水浴場左,乙,2013/6/24 上午 11:06:00,6011,29.6,8.1,--,31.1,--,--,--,--,32.5,--,--,--,--,<10,<10
福隆海水浴場,福隆海水浴場中,乙,2013/6/24 上午 10:58:00,6012,29.5,8.1,--,31.4,--,--,--,--,32.4,--,--,--,--,35,<10
福隆海水浴場,福隆海水浴場右,乙,2013/6/24 上午 10:45:00,6013,29.6,8.1,--,31.2,--,--,--,--,32.7,--,--,--,--,15,<10
通霄海水浴場,通霄海水浴場右,乙,2013/6/24 上午 10:08:00,6043,30.5,8.2,--,27.0,--,--,--,--,34.1,--,--,--,--,240,53
通霄海水浴場,通霄海水浴場中,乙,2013/6/24 上午 10:02:00,6042,29.1,8.2,--,27.0,--,--,--,--,33.5,--,--,--,--,240,42
通霄海水浴場,通霄海水浴場左,乙,2013/6/24 上午 09:56:00,6041,29.3,8.2,--,27.0,--,--,--,--,33.0,--,--,--,--,240,53
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2013/6/24 上午 09:21:00,6171,28.4,8.1,--,29.3,--,--,--,--,34.9,--,--,--,--,<10,<10
磯崎海水浴場,磯崎海水浴場右,甲,2013/6/24 上午 09:16:00,6213,26.7,8.1,--,32.9,--,--,--,--,34.1,--,--,--,--,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2013/6/24 上午 09:12:00,6172,28.4,8.1,--,29.3,--,--,--,--,35.1,--,--,--,--,<10,<10
磯崎海水浴場,磯崎海水浴場中,甲,2013/6/24 上午 09:06:00,6212,26.7,8.1,--,32.9,--,--,--,--,33.3,--,--,--,--,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2013/6/24 上午 09:00:00,6173,28.1,8.1,--,29.2,--,--,--,--,35.6,--,--,--,--,40,<10
磯崎海水浴場,磯崎海水浴場左,甲,2013/6/24 上午 08:55:00,6211,26.7,8.1,--,32.9,--,--,--,--,33.7,--,--,--,--,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2013/6/23 下午 02:27:00,6113,30.5,8.1,--,33.0,--,--,--,--,33.7,--,--,--,--,65,41
西子灣海水浴場,西子灣海水浴場左,乙,2013/6/23 下午 02:22:00,6111,30.6,8.1,--,33.0,--,--,--,--,33.7,--,--,--,--,180,95
西子灣海水浴場,西子灣海水浴場中,乙,2013/6/23 下午 02:15:00,6112,30.6,8.1,--,33.0,--,--,--,--,33.7,--,--,--,--,20,75
旗津海水浴場,旗津海水浴場左,乙,2013/6/23 下午 01:40:00,6081,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場中,乙,2013/6/23 下午 01:40:00,6082,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場右,乙,2013/6/23 下午 01:40:00,6083,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
杉原海水浴場,杉原海水浴場右,甲,2013/6/23 下午 12:23:00,6103,29.6,8.1,--,34.0,--,--,--,--,32.2,--,--,--,--,<10,280
杉原海水浴場,杉原海水浴場中,甲,2013/6/23 下午 12:12:00,6102,29.6,8.1,--,34.0,--,--,--,--,31.9,--,--,--,--,40,110
杉原海水浴場,杉原海水浴場左,甲,2013/6/23 上午 11:57:00,6101,29.7,8.1,--,34.0,--,--,--,--,32.6,--,--,--,--,65,41
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2013/6/23 上午 10:45:00,6063,30.1,8.2,--,32.1,--,--,--,--,34.1,--,--,--,--,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2013/6/23 上午 10:38:00,6061,30.1,8.1,--,32.1,--,--,--,--,34.0,--,--,--,--,<10,31
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2013/6/23 上午 10:28:00,6062,30.0,8.1,--,32.1,--,--,--,--,33.9,--,--,--,--,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2013/6/23 上午 10:28:00,6093,29.8,8.1,--,30.1,--,--,--,--,34.6,--,--,--,--,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2013/6/23 上午 10:20:00,6092,29.7,8.2,--,30.1,--,--,--,--,34.6,--,--,--,--,<10,10
觀音亭,觀音亭右,甲,2013/6/23 上午 10:07:00,6263,28.6,8.1,--,30.0,--,--,--,--,33.0,--,--,--,--,15,63
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2013/6/23 上午 10:05:00,6091,29.7,8.2,--,30.1,--,--,--,--,34.7,--,--,--,--,<10,<10
觀音亭,觀音亭中,甲,2013/6/23 上午 10:00:00,6262,28.8,8.1,--,30.0,--,--,--,--,32.7,--,--,--,--,<10,20
觀音亭,觀音亭左,甲,2013/6/23 上午 09:50:00,6261,29.0,8.1,--,30.0,--,--,--,--,32.6,--,--,--,--,<10,<10
