採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2004/9/13 上午 07:05:00,6062,27,8.2,31,--,--,--,0.11,0.013,31.9,0.39,--,--,0.123,860,430
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2004/9/13 上午 06:50:00,6061,27.4,8.1,18,--,--,--,0.09,0.012,31.6,0.5,--,--,0.086,800,500
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2004/9/13 上午 06:18:00,6093,27.3,8.2,3.5,--,--,--,<0.05,<0.001,33.7,0.17,--,--,<0.025,45,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2004/9/13 上午 06:07:00,6092,27.4,8.2,3.3,--,--,--,<0.05,<0.001,33.8,0.19,--,--,<0.025,50,31
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2004/9/13 上午 05:55:00,6091,27.4,8.2,2.7,--,--,--,<0.05,<0.001,33.7,0.2,--,--,<0.025,80,20
西子灣海水浴場,西子灣海水浴場右,乙,2004/9/12 下午 05:08:00,6113,28.4,8.2,9,--,--,--,<0.05,0.007,32.2,0.95,--,--,0.037,510,140
西子灣海水浴場,西子灣海水浴場中,乙,2004/9/12 下午 05:00:00,6112,28.7,8.2,8.1,--,--,--,<0.05,0.008,32.1,0.34,--,--,0.034,580,<10
西子灣海水浴場,西子灣海水浴場左,乙,2004/9/12 下午 04:50:00,6111,28.6,8.1,9.3,--,--,--,<0.05,0.008,32.1,0.33,--,--,0.037,520,110
杉原海水浴場,杉原海水浴場右,甲,2004/9/12 下午 04:13:00,6103,28.1,8.1,5.3,--,--,--,<0.05,0.004,34.3,0.21,--,--,<0.025,40,20
杉原海水浴場,杉原海水浴場中,甲,2004/9/12 下午 04:01:00,6102,28.1,8.1,4.6,--,--,--,<0.05,0.004,34.4,0.21,--,--,<0.025,45,10
杉原海水浴場,杉原海水浴場左,甲,2004/9/12 下午 03:50:00,6101,28,8.1,5.6,--,--,--,<0.05,0.004,34.4,0.21,--,--,<0.025,50,20
崎頂海水浴場,崎頂海水浴場右,乙,2004/8/23 上午 11:52:00,6033,29.8,7.8,23,--,--,--,0.16,0.011,34.4,0.73,--,--,0.026,15,10
新金山海水浴場,新金山海水浴場右,乙,2004/8/23 上午 11:50:00,6023,29.2,8.1,1.9,--,--,--,0.11,0.003,30.9,0.53,--,--,<0.025,<10,31
崎頂海水浴場,崎頂海水浴場中,乙,2004/8/23 上午 11:44:00,6032,29.8,7.8,21,--,--,--,0.15,0.011,34.4,0.7,--,--,<0.025,10,42
新金山海水浴場,新金山海水浴場中,乙,2004/8/23 上午 11:40:00,6022,29.1,8.1,1.9,--,--,--,0.1,0.003,30.9,0.56,--,--,<0.025,25,20
崎頂海水浴場,崎頂海水浴場左,乙,2004/8/23 上午 11:35:00,6031,29.8,7.8,22,--,--,--,0.15,0.011,34.3,0.7,--,--,0.028,25,10
新金山海水浴場,新金山海水浴場左,乙,2004/8/23 上午 11:30:00,6021,29.2,8.1,1.7,--,--,--,0.06,<0.001,30.8,0.54,--,--,<0.025,20,20
通霄海水浴場,通霄海水浴場右,乙,2004/8/23 上午 10:19:00,6043,30.6,7.6,50,--,--,--,0.13,0.005,33.9,0.7,--,--,<0.025,30,20
通霄海水浴場,通霄海水浴場中,乙,2004/8/23 上午 10:10:00,6042,30.8,7.7,45,--,--,--,0.15,0.004,34.2,0.61,--,--,<0.025,10,31
通霄海水浴場,通霄海水浴場左,乙,2004/8/23 上午 10:02:00,6041,30.7,7.6,55,--,--,--,0.16,0.004,34.3,0.63,--,--,<0.025,<10,10
福隆海水浴場,福隆海水浴場右,乙,2004/8/23 上午 09:50:00,6013,27.7,8.1,1.8,--,--,--,0.09,0.003,31.1,0.52,--,--,<0.025,40,<10
福隆海水浴場,福隆海水浴場中,乙,2004/8/23 上午 09:40:00,6012,27.8,8.1,2,--,--,--,<0.05,<0.001,30.8,0.43,--,--,<0.025,20,<10
福隆海水浴場,福隆海水浴場左,乙,2004/8/23 上午 09:30:00,6011,27.7,8.1,1.8,--,--,--,0.06,0.002,31.3,0.42,--,--,<0.025,10,<10
旗津海水浴場,旗津海水浴場右,乙,2004/8/23 上午 08:56:00,6083,29,8.1,3.1,--,--,--,<0.05,0.004,35.3,0.16,--,--,0.061,<10,<10
大安海水浴場,大安海水浴場右,乙,2004/8/23 上午 08:54:00,6053,30,7.8,100,--,--,--,0.21,0.008,34.2,0.96,--,--,<0.025,45,64
旗津海水浴場,旗津海水浴場中,乙,2004/8/23 上午 08:50:00,6082,28.9,8.1,4.2,--,--,--,<0.05,0.002,35.3,0.22,--,--,<0.025,<10,<10
大安海水浴場,大安海水浴場中,乙,2004/8/23 上午 08:45:00,6052,29.8,7.8,100,--,--,--,0.32,0.011,34.1,1.25,--,--,<0.025,75,10
旗津海水浴場,旗津海水浴場左,乙,2004/8/23 上午 08:45:00,6081,28.9,8.1,3.6,--,--,--,<0.05,0.003,35.3,0.25,--,--,<0.025,25,<10
大安海水浴場,大安海水浴場左,乙,2004/8/23 上午 08:35:00,6051,29.8,7.8,90,--,--,--,0.57,0.012,34.2,1.77,--,--,0.03,<10,20
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2004/8/23 上午 07:03:00,6063,29.4,8.2,2.9,--,--,--,<0.05,0.004,34.4,0.17,--,--,0.037,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2004/8/23 上午 06:52:00,6062,29.3,8.2,3.3,--,--,--,<0.05,0.002,34.4,0.26,--,--,0.043,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2004/8/23 上午 06:39:00,6061,29.4,8.1,3.8,--,--,--,<0.05,0.004,34.4,0.28,--,--,<0.025,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2004/8/23 上午 06:02:00,6093,27.4,8,3.1,--,--,--,<0.05,0.003,35.8,0.14,--,--,<0.025,960,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2004/8/23 上午 05:56:00,6092,27.5,8,3.1,--,--,--,<0.05,0.006,35.7,0.18,--,--,<0.025,500,31
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2004/8/23 上午 05:51:00,6091,27.5,8,3.3,--,--,--,<0.05,0.005,35.7,0.16,--,--,<0.025,300,10
西子灣海水浴場,西子灣海水浴場右,乙,2004/8/22 下午 05:22:00,6113,30.1,8.3,5.5,--,--,--,0.07,0.003,34.3,0.23,--,--,<0.025,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2004/8/22 下午 05:12:00,6112,30.3,8.3,5.7,--,--,--,<0.05,0.003,34.3,0.18,--,--,0.028,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2004/8/22 下午 05:09:00,6103,31.9,8.1,5.6,--,--,--,<0.05,0.003,35.4,0.37,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2004/8/22 下午 05:04:00,6102,31.8,8.1,4.6,--,--,--,<0.05,0.003,35.4,0.25,--,--,<0.025,<10,10
西子灣海水浴場,西子灣海水浴場左,乙,2004/8/22 下午 05:03:00,6111,30.2,8.2,6.1,--,--,--,<0.05,0.004,34.3,0.29,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2004/8/22 下午 05:00:00,6101,31.8,8.1,3.9,--,--,--,<0.05,0.003,35.4,0.34,--,--,<0.025,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2004/8/9 下午 02:02:00,6033,32.3,8.2,13,--,--,--,0.07,0.001,33.7,0.18,--,--,<0.025,<10,31
崎頂海水浴場,崎頂海水浴場中,乙,2004/8/9 下午 01:51:00,6032,32.4,8.2,16,--,--,--,0.07,0.001,33.9,0.14,--,--,<0.025,<10,<10
崎頂海水浴場,崎頂海水浴場左,乙,2004/8/9 下午 01:40:00,6031,32.4,8.1,14,--,--,--,0.08,0.006,33.6,0.11,--,--,<0.025,<10,42
新金山海水浴場,新金山海水浴場右,乙,2004/8/9 下午 12:16:00,6023,29.5,8.1,1.7,--,--,--,0.17,0.002,30.6,0.46,--,--,<0.025,<10,10
新金山海水浴場,新金山海水浴場中,乙,2004/8/9 下午 12:05:00,6022,29.2,8.2,1.4,--,--,--,0.2,0.003,31.1,0.5,--,--,<0.025,10,<10
新金山海水浴場,新金山海水浴場左,乙,2004/8/9 上午 11:50:00,6021,29.2,8.2,1.8,--,--,--,<0.05,0.002,31,0.45,--,--,<0.025,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2004/8/9 上午 11:08:00,6043,30.9,8,22,--,--,--,0.12,0.008,33.3,0.85,--,--,<0.025,<10,53
通霄海水浴場,通霄海水浴場中,乙,2004/8/9 上午 10:58:00,6042,30.8,8,29,--,--,--,0.11,0.004,33.3,0.75,--,--,<0.025,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2004/8/9 上午 10:45:00,6041,30.8,7.9,22,--,--,--,0.1,0.003,33.5,0.6,--,--,<0.025,10,53
福隆海水浴場,福隆海水浴場右,乙,2004/8/9 上午 09:42:00,6013,28.2,8.1,1.7,--,--,--,0.1,0.002,30.2,0.3,--,--,<0.025,<10,<10
大安海水浴場,大安海水浴場右,乙,2004/8/9 上午 09:29:00,6053,30.4,7.9,70,--,--,--,0.08,0.003,33.9,0.36,--,--,<0.025,140,75
福隆海水浴場,福隆海水浴場中,乙,2004/8/9 上午 09:27:00,6012,28.1,8.1,1.7,--,--,--,0.06,0.003,30.1,0.4,--,--,<0.025,25,<10
大安海水浴場,大安海水浴場中,乙,2004/8/9 上午 09:19:00,6052,30.4,7.9,55,--,--,--,0.09,0.003,33.9,0.49,--,--,<0.025,120,53
福隆海水浴場,福隆海水浴場左,乙,2004/8/9 上午 09:15:00,6011,28.2,8.1,1.6,--,--,--,0.15,0.002,30.2,0.4,--,--,<0.025,25,<10
大安海水浴場,大安海水浴場左,乙,2004/8/9 上午 09:11:00,6051,30.5,7.9,55,--,--,--,0.08,0.003,33.8,0.45,--,--,<0.025,170,75
旗津海水浴場,旗津海水浴場左,乙,2004/8/9 上午 09:10:00,6081,28.8,8.2,7.5,--,--,--,<0.05,0.001,33.6,0.26,--,--,<0.025,<10,10
旗津海水浴場,旗津海水浴場中,乙,2004/8/9 上午 09:05:00,6082,28.9,8.2,8.4,--,--,--,<0.05,<0.001,33.6,0.22,--,--,<0.025,<10,10
旗津海水浴場,旗津海水浴場右,乙,2004/8/9 上午 09:01:00,6083,28.9,8.2,6.5,--,--,--,<0.05,0.002,33.6,0.21,--,--,<0.025,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2004/8/9 上午 06:56:00,6063,29.8,8.2,5.8,--,--,--,<0.05,<0.001,34,0.27,--,--,<0.025,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2004/8/9 上午 06:45:00,6062,29.9,8.2,3.5,--,--,--,<0.05,<0.001,34,0.24,--,--,<0.025,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2004/8/9 上午 06:35:00,6061,29.9,8.2,3.7,--,--,--,<0.05,<0.001,34,0.3,--,--,0.037,10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2004/8/9 上午 06:06:00,6091,28.9,8.1,2.4,--,--,--,<0.05,<0.001,33.6,0.19,--,--,<0.025,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2004/8/9 上午 06:02:00,6092,29,8.1,1.9,--,--,--,<0.05,<0.001,33.6,0.22,--,--,<0.025,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2004/8/9 上午 05:57:00,6093,28.9,8.1,2.3,--,--,--,<0.05,0.001,33.5,0.44,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2004/8/8 下午 05:09:00,6101,31.6,8.1,5,--,--,--,<0.05,0.001,33.6,0.36,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2004/8/8 下午 05:03:00,6102,31.6,8.1,6.3,--,--,--,<0.05,0.001,33.6,0.39,--,--,<0.025,<10,10
西子灣海水浴場,西子灣海水浴場右,乙,2004/8/8 下午 04:59:00,6113,31.3,8.3,1.8,--,--,--,<0.05,0.002,33.5,0.11,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2004/8/8 下午 04:58:00,6103,31.5,8.1,6.8,--,--,--,<0.05,0.001,33.5,0.32,--,--,<0.025,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2004/8/8 下午 04:45:00,6112,31.3,8.3,2.3,--,--,--,<0.05,0.003,33.5,0.15,--,--,<0.025,15,<10
西子灣海水浴場,西子灣海水浴場左,乙,2004/8/8 下午 04:32:00,6111,31.7,8.3,1.8,--,--,--,<0.05,0.002,33.5,0.17,--,--,<0.025,20,10
新金山海水浴場,新金山海水浴場右,乙,2004/7/26 下午 12:43:00,6023,25.7,8.2,2.5,--,--,--,0.11,0.001,34.2,0.19,--,--,0.034,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2004/7/26 下午 12:25:00,6022,25.4,8.2,3.1,--,--,--,<0.05,0.002,34.1,0.21,--,--,<0.025,<10,10
新金山海水浴場,新金山海水浴場左,乙,2004/7/26 下午 12:00:00,6021,25.3,8.2,2.6,--,--,--,0.05,<0.001,34.2,0.26,--,--,<0.025,<10,31
崎頂海水浴場,崎頂海水浴場右,乙,2004/7/26 下午 12:00:00,6033,32.1,7.9,7.3,--,--,--,0.05,0.005,34,0.14,--,--,<0.025,<10,53
崎頂海水浴場,崎頂海水浴場中,乙,2004/7/26 上午 11:51:00,6032,32.2,7.9,26,--,--,--,0.1,0.005,33.9,0.16,--,--,<0.025,<10,31
崎頂海水浴場,崎頂海水浴場左,乙,2004/7/26 上午 11:40:00,6031,32.3,7.8,32,--,--,--,<0.05,0.005,34,0.17,--,--,<0.025,<10,20
通霄海水浴場,通霄海水浴場右,乙,2004/7/26 上午 10:30:00,6043,31.2,7.9,19,--,--,--,0.08,0.007,33.5,0.32,--,--,<0.025,70,124
福隆海水浴場,福隆海水浴場右,乙,2004/7/26 上午 10:18:00,6013,28.4,8.2,3,--,--,--,<0.05,0.003,31.4,0.25,--,--,0.037,30,<10
通霄海水浴場,通霄海水浴場中,乙,2004/7/26 上午 10:16:00,6042,31.2,8,11,--,--,--,0.06,0.008,33.6,0.16,--,--,<0.025,10,10
通霄海水浴場,通霄海水浴場左,乙,2004/7/26 上午 10:02:00,6041,31.3,7.9,16,--,--,--,0.1,0.01,33.4,0.34,--,--,<0.025,40,75
福隆海水浴場,福隆海水浴場中,乙,2004/7/26 上午 10:00:00,6012,28.2,8.2,3.5,--,--,--,<0.05,0.006,31.2,0.3,--,--,0.028,<10,<10
福隆海水浴場,福隆海水浴場左,乙,2004/7/26 上午 09:45:00,6011,29.4,8.2,3.1,--,--,--,0.05,0.002,30.8,0.32,--,--,0.043,<10,<10
旗津海水浴場,旗津海水浴場右,乙,2004/7/26 上午 09:03:00,6083,30,8.2,3.7,--,--,--,<0.05,0.002,33.9,0.41,--,--,<0.025,50,10
大安海水浴場,大安海水浴場右,乙,2004/7/26 上午 09:01:00,6053,30.7,7.9,50,--,--,--,0.07,0.003,33.5,0.11,--,--,<0.025,200,207
旗津海水浴場,旗津海水浴場中,乙,2004/7/26 上午 08:57:00,6082,29.9,8.2,2.8,--,--,--,<0.05,0.002,33.9,0.36,--,--,<0.025,35,<10
大安海水浴場,大安海水浴場中,乙,2004/7/26 上午 08:50:00,6052,30.8,7.9,75,--,--,--,0.07,0.004,33.5,0.09,--,--,<0.025,300,64
旗津海水浴場,旗津海水浴場左,乙,2004/7/26 上午 08:50:00,6081,29.9,8.2,2,--,--,--,<0.05,<0.001,33.8,0.34,--,--,<0.025,<10,<10
大安海水浴場,大安海水浴場左,乙,2004/7/26 上午 08:35:00,6051,30.8,7.9,33,--,--,--,0.06,0.003,33.6,0.09,--,--,<0.025,400,53
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2004/7/26 上午 07:15:00,6063,29.4,8.2,2.4,--,--,--,0.07,0.002,34.2,0.38,--,--,<0.025,<10,10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2004/7/26 上午 07:02:00,6062,29.3,8.2,2.4,--,--,--,0.06,0.002,34.1,0.26,--,--,<0.025,<10,10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2004/7/26 上午 06:50:00,6061,29.4,8.2,2.3,--,--,--,<0.05,0.001,34.2,0.29,--,--,0.043,10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2004/7/26 上午 06:13:00,6093,27.3,8,3.5,--,--,--,0.06,0.002,34,0.45,--,--,<0.025,230,31
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2004/7/26 上午 06:07:00,6092,27.3,8,3.8,--,--,--,0.06,0.001,34.1,0.29,--,--,<0.025,280,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2004/7/26 上午 05:58:00,6091,27.3,8,2.9,--,--,--,0.06,0.001,34,0.26,--,--,<0.025,210,20
西子灣海水浴場,西子灣海水浴場右,乙,2004/7/25 下午 05:38:00,6113,31.5,8.3,2.6,--,--,--,0.06,0.005,33.1,0.38,--,--,<0.025,10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2004/7/25 下午 05:25:00,6112,31.5,8.4,2,--,--,--,0.06,0.005,33.1,0.18,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2004/7/25 下午 05:13:00,6103,32,8,6.2,--,--,--,<0.05,0.002,35.4,0.69,--,--,<0.025,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2004/7/25 下午 05:07:00,6102,32,8,11,--,--,--,<0.05,0.002,35.3,1.28,--,--,<0.025,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2004/7/25 下午 05:07:00,6111,31.1,8.3,1.9,--,--,--,<0.05,0.005,33.1,0.25,--,--,<0.025,10,<10
杉原海水浴場,杉原海水浴場左,甲,2004/7/25 下午 05:01:00,6101,32,8,8.2,--,--,--,<0.05,0.002,35.4,0.91,--,--,<0.025,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2004/7/12 下午 12:22:00,6033,30.5,8.4,23,--,--,--,0.16,0.011,32.2,0.73,--,--,0.026,110,20
崎頂海水浴場,崎頂海水浴場中,乙,2004/7/12 下午 12:16:00,6032,30.4,8.4,21,--,--,--,0.15,0.011,32.2,0.7,--,--,<0.025,160,20
新金山海水浴場,新金山海水浴場右,乙,2004/7/12 下午 12:08:00,6023,27.2,8.3,1.9,--,--,--,0.27,0.006,30.2,6.96,--,--,<0.025,560,42
崎頂海水浴場,崎頂海水浴場左,乙,2004/7/12 下午 12:05:00,6031,30.4,8.4,22,--,--,--,0.15,0.011,32.2,0.7,--,--,0.028,90,53
新金山海水浴場,新金山海水浴場中,乙,2004/7/12 上午 11:55:00,6022,27.1,8.2,2,--,--,--,0.21,0.007,30.1,6.83,--,--,<0.025,190,87
新金山海水浴場,新金山海水浴場左,乙,2004/7/12 上午 11:40:00,6021,27.2,8.2,2,--,--,--,0.11,0.004,30.1,4.4,--,--,<0.025,<10,31
通霄海水浴場,通霄海水浴場右,乙,2004/7/12 上午 10:51:00,6043,29,8.2,50,--,--,--,0.13,0.005,32.4,0.7,--,--,<0.025,190,137
通霄海水浴場,通霄海水浴場中,乙,2004/7/12 上午 10:42:00,6042,28.9,8.1,45,--,--,--,0.15,0.004,32.4,0.61,--,--,<0.025,350,75
通霄海水浴場,通霄海水浴場左,乙,2004/7/12 上午 10:33:00,6041,29,8.2,55,--,--,--,0.16,0.004,32.4,0.63,--,--,<0.025,360,99
福隆海水浴場,福隆海水浴場右,乙,2004/7/12 上午 09:55:00,6013,25,8.2,1.9,--,--,--,<0.05,0.002,30.4,1,--,--,<0.025,430,<10
福隆海水浴場,福隆海水浴場中,乙,2004/7/12 上午 09:40:00,6012,25.3,8.1,1.8,--,--,--,0.05,0.004,30.3,1.02,--,--,<0.025,330,10
大安海水浴場,大安海水浴場右,乙,2004/7/12 上午 09:32:00,6053,28.4,8.1,100,--,--,--,0.21,0.008,31.8,0.96,--,--,<0.025,2800,478
大安海水浴場,大安海水浴場中,乙,2004/7/12 上午 09:23:00,6052,28.3,8.1,100,--,--,--,0.32,0.011,31.4,1.25,--,--,<0.025,6100,1298
福隆海水浴場,福隆海水浴場左,乙,2004/7/12 上午 09:20:00,6011,25.1,8.1,1.9,--,--,--,<0.05,0.003,30.3,0.95,--,--,<0.025,120,<10
旗津海水浴場,旗津海水浴場左,乙,2004/7/12 上午 09:14:00,6081,30.5,8.1,5.8,--,--,--,<0.05,0.002,34.3,<0.05,--,--,<0.025,<10,<10
大安海水浴場,大安海水浴場左,乙,2004/7/12 上午 09:12:00,6051,28.2,8.1,90,--,--,--,0.57,0.012,31,1.77,--,--,0.03,3400,738
旗津海水浴場,旗津海水浴場中,乙,2004/7/12 上午 09:09:00,6082,30.5,8.1,5.6,--,--,--,<0.05,0.001,34.3,<0.05,--,--,0.031,<10,<10
