採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
淺水灣,淺水灣中,甲,2010/7/25 上午 07:23:00,6202,29.0,8.0,4.4,28.9,4.6,0.03,0.09,0.004,31.9,0.582,4.6,71.6,0.006,85,<10
淺水灣,淺水灣左,甲,2010/7/25 上午 07:15:00,6201,29.0,8.0,11,28.7,4.7,0.03,0.07,0.005,32.4,0.551,4.6,72.7,0.008,85,<10
福隆海水浴場,福隆海水浴場左,乙,2010/7/19 下午 03:02:00,6011,29.8,8.1,9.3,35.8,6.3,0.04,0.02,<0.001,33.7,0.399,6.3,100.1,0.029,<10,110
福隆海水浴場,福隆海水浴場中,乙,2010/7/19 下午 02:49:00,6012,29.7,8.1,5.2,35.8,6.2,0.02,0.03,0.002,34.1,0.476,6.2,98.3,0.022,<10,450
福隆海水浴場,福隆海水浴場右,乙,2010/7/19 下午 02:35:00,6013,29.8,8.1,5.8,35.8,6.3,0.02,0.03,0.001,33.9,0.447,6.3,99.4,0.014,45,120
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2010/7/19 下午 01:25:00,6173,28.6,8.2,3.0,31.5,6.4,0.03,0.05,0.004,33.4,0.220,6.4,98.5,0.009,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2010/7/19 下午 01:12:00,6172,28.6,8.2,2.5,31.5,6.3,0.01,0.02,0.003,33.7,0.220,6.3,98.0,0.015,<10,<10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2010/7/19 下午 12:55:00,6171,28.4,8.1,2.4,31.6,6.4,0.01,<0.01,0.006,33.5,0.194,6.4,98.7,0.007,<10,<10
大武崙沙灘,大武崙沙灘右,甲,2010/7/19 下午 12:09:00,6183,30.4,8.5,27,32.0,12.9,0.03,<0.01,0.006,31.5,0.479,12.6,202.0,0.019,15,10
大武崙沙灘,大武崙沙灘中,甲,2010/7/19 下午 12:03:00,6182,30.4,8.4,13,32.0,11.8,<0.01,<0.01,<0.001,31.7,0.485,11.7,186.0,0.006,10,20
大武崙沙灘,大武崙沙灘左,甲,2010/7/19 上午 11:55:00,6181,29.8,8.2,4.4,32.0,8.6,0.01,<0.01,0.004,32.4,0.520,8.6,135.6,0.007,<10,<10
塘后,塘后右,甲,2010/7/19 上午 11:30:00,6283,27.7,8.1,3.0,31.2,6.7,0.01,<0.01,0.002,33.3,0.146,6.7,102.8,0.004,<10,<10
塘后,塘后中,甲,2010/7/19 上午 11:16:00,6282,27.6,8.1,2.6,31.1,6.7,0.05,<0.01,0.003,33.1,0.156,6.7,101.5,0.010,<10,<10
塘后,塘后左,甲,2010/7/19 上午 11:00:00,6281,27.4,8.1,3.3,30.9,6.7,0.01,<0.01,0.002,32.9,0.137,6.7,101.2,0.005,<10,<10
新金山海水浴場,新金山海水浴場右,乙,2010/7/19 上午 10:54:00,6023,29.3,8.1,6.2,31.7,6.5,0.01,<0.01,0.002,32.4,0.591,6.5,101.5,0.004,10,<10
新金山海水浴場,新金山海水浴場中,乙,2010/7/19 上午 10:47:00,6022,29.1,8.1,4.9,31.7,6.7,0.01,<0.01,<0.001,32.5,0.584,6.7,103.9,0.015,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2010/7/19 上午 10:40:00,6021,28.8,8.1,3.3,31.7,6.8,0.01,0.02,0.001,31.7,0.591,6.6,104.6,0.049,<10,<10
后湖海濱公園,后湖海濱公園右,乙,2010/7/19 上午 10:05:00,6143,28.6,8.0,7.9,29.7,6.2,0.04,0.03,0.002,33.4,0.440,6.3,98.3,0.005,<10,<10
沙珠灣,沙珠灣右,甲,2010/7/19 上午 09:55:00,6193,28.9,8.2,12,30.9,6.7,0.01,0.01,0.004,31.9,0.626,6.6,105.6,0.007,15,10
沙珠灣,沙珠灣中,甲,2010/7/19 上午 09:47:00,6192,29.2,8.2,15,30.9,6.5,0.02,0.03,0.002,31.8,0.571,6.5,101.2,0.018,90,31
后湖海濱公園,后湖海濱公園中,乙,2010/7/19 上午 09:45:00,6142,28.3,8.0,7.4,29.7,6.4,0.03,0.02,0.002,33.3,0.399,6.5,101.1,0.028,<10,<10
沙珠灣,沙珠灣左,甲,2010/7/19 上午 09:40:00,6191,28.7,8.2,15,30.9,7.2,0.01,0.02,0.004,31.5,0.664,7.0,112.3,0.007,390,20
后湖海濱公園,后湖海濱公園左,乙,2010/7/19 上午 09:25:00,6141,28.4,8.0,8.4,29.8,6.3,0.02,<0.01,0.003,33.5,0.444,6.4,96.8,0.013,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2010/7/19 上午 09:15:00,6043,30.0,8.2,12,31.0,6.3,0.01,0.01,<0.001,33.0,0.220,6.2,100.0,0.012,75,10
通霄海水浴場,通霄海水浴場中,乙,2010/7/19 上午 09:06:00,6042,30.0,8.1,12,31.0,6.3,0.01,0.01,<0.001,33.0,0.207,6.3,99.3,0.016,70,10
通霄海水浴場,通霄海水浴場左,乙,2010/7/19 上午 08:45:00,6041,30.0,8.0,13,31.0,6.3,0.01,0.01,<0.001,33.0,0.180,6.3,100.3,0.016,55,<10
白沙灣海水浴場,白沙灣海水浴場右,乙,2010/7/19 上午 08:37:00,6123,28.3,8.1,4.5,30.7,6.4,0.02,0.05,0.003,31.6,0.360,6.2,98.2,0.029,70,10
白沙灣海水浴場,白沙灣海水浴場中,乙,2010/7/19 上午 08:33:00,6122,28.0,8.1,4.3,30.7,6.4,0.02,0.03,0.003,30.7,0.338,6.2,97.2,0.019,40,<10
白沙灣海水浴場,白沙灣海水浴場左,乙,2010/7/19 上午 08:25:00,6121,27.9,8.1,5.9,30.7,6.4,0.02,0.03,0.003,32.4,0.335,6.3,98.0,0.015,45,<10
磯崎海水浴場,磯崎海水浴場左,甲,2010/7/19 上午 08:20:00,6211,29.1,8.1,4.8,30.6,6.3,0.02,<0.01,<0.001,33.8,0.508,6.4,98.5,0.019,15,<10
磯崎海水浴場,磯崎海水浴場中,甲,2010/7/19 上午 08:07:00,6212,29.0,8.1,3.0,30.5,6.2,0.02,0.02,0.002,34.0,0.466,6.3,98.3,0.015,20,<10
磯崎海水浴場,磯崎海水浴場右,甲,2010/7/19 上午 07:55:00,6213,29.1,8.1,4.0,30.5,6.3,0.02,<0.01,0.002,33.9,0.552,6.4,98.6,0.013,85,10
淺水灣,淺水灣右,甲,2010/7/19 上午 07:32:00,6203,28.5,8.0,4.2,29.7,5.0,<0.01,0.02,0.008,31.0,0.533,5.0,76.3,0.027,390,10
淺水灣,淺水灣中,甲,2010/7/19 上午 07:25:00,6202,28.5,8.0,4.8,29.7,5.3,0.02,0.04,0.008,30.3,0.539,5.3,81.0,0.025,240,20
淺水灣,淺水灣左,甲,2010/7/19 上午 07:15:00,6201,28.5,8.0,3.4,29.7,5.1,0.02,0.07,0.010,32.2,0.501,5.1,77.9,0.023,400,10
白砂沙灘,白砂沙灘右,甲,2010/7/18 下午 02:40:00,6243,31.1,8.2,1.6,35.2,6.8,<0.01,0.01,0.004,34.0,0.180,6.9,105.7,0.005,<10,10
白砂沙灘,白砂沙灘中,甲,2010/7/18 下午 02:30:00,6242,31.1,8.2,3.4,35.2,6.7,<0.01,0.02,0.002,34.1,0.208,6.6,104.2,0.005,<10,10
白砂沙灘,白砂沙灘左,甲,2010/7/18 下午 02:20:00,6241,31.0,8.2,3.6,35.2,6.7,0.02,0.03,0.003,34.0,0.258,6.8,104.7,0.006,<10,10
西子灣海水浴場,西子灣海水浴場右,乙,2010/7/18 下午 02:08:00,6113,30.9,8.1,17,34.8,6.3,0.05,0.05,0.009,34.1,0.467,6.1,101.3,0.012,40,<10
西子灣海水浴場,西子灣海水浴場中,乙,2010/7/18 下午 02:02:00,6112,30.9,8.1,18,34.8,6.2,0.05,0.04,0.009,34.1,0.400,6.2,100.5,0.006,25,<10
旗津海水浴場,旗津海水浴場右,乙,2010/7/18 下午 01:55:00,6083,31.4,8.1,22,32.8,6.1,0.02,0.02,0.006,33.9,0.363,6.1,99.6,0.008,60,10
西子灣海水浴場,西子灣海水浴場左,乙,2010/7/18 下午 01:55:00,6111,30.7,8.1,15,34.8,6.2,0.05,0.05,0.012,34.1,0.458,6.2,100.5,0.014,25,20
旗津海水浴場,旗津海水浴場中,乙,2010/7/18 下午 01:40:00,6082,31.4,8.1,20,32.8,6.1,0.02,0.02,0.005,33.9,0.380,6.1,99.1,0.008,15,<10
旗津海水浴場,旗津海水浴場左,乙,2010/7/18 下午 01:30:00,6081,31.5,8.1,20,32.8,6.1,0.03,0.02,0.005,33.9,0.374,6.0,98.6,0.012,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2010/7/18 下午 01:25:00,6093,32.5,8.1,1.0,35.8,6.5,0.06,0.02,0.004,34.1,0.262,6.4,105.2,0.014,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2010/7/18 下午 01:15:00,6092,32.5,8.1,1.0,35.8,6.5,0.07,0.03,0.002,34.2,0.272,6.5,104.8,0.013,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2010/7/18 下午 01:10:00,6103,32.1,8.1,4.6,31.8,6.3,0.01,0.01,0.001,34.1,0.337,6.3,104.0,0.005,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2010/7/18 下午 01:05:00,6091,32.4,8.1,2.5,35.8,6.4,0.04,0.02,0.002,34.1,0.252,6.3,102.7,0.014,10,20
杉原海水浴場,杉原海水浴場中,甲,2010/7/18 下午 12:55:00,6102,32.3,8.1,3.6,31.8,6.3,0.01,0.02,0.002,34.1,0.293,6.2,103.8,<0.003,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2010/7/18 下午 12:40:00,6101,32.2,8.1,4.5,31.8,6.2,<0.01,0.01,<0.001,34.1,0.329,6.3,103.8,0.005,<10,<10
觀音亭,觀音亭右,甲,2010/7/18 下午 12:28:00,6263,30.3,8.0,6.1,33.6,6.8,0.04,0.03,0.002,33.8,0.376,6.5,108.3,<0.003,<10,<10
觀音亭,觀音亭左,甲,2010/7/18 下午 12:16:00,6261,30.4,8.0,5.9,33.6,6.8,0.04,0.02,0.002,33.8,0.380,6.4,108.6,<0.003,<10,<10
觀音亭,觀音亭中,甲,2010/7/18 下午 12:06:00,6262,30.4,8.0,6.4,33.6,6.8,0.03,0.02,0.002,33.8,0.390,6.5,108.4,<0.003,<10,10
船帆石,船帆石右,甲,2010/7/18 上午 11:40:00,6233,31.1,8.1,34,34.6,6.4,0.02,0.01,0.002,34.5,0.243,6.4,100.8,0.004,<10,<10
船帆石,船帆石中,甲,2010/7/18 上午 11:30:00,6232,31.0,8.1,55,34.6,6.4,<0.01,0.01,0.002,34.6,0.269,6.4,100.5,<0.003,<10,10
山水沙灘,山水沙灘右,甲,2010/7/18 上午 11:23:00,6163,29.3,8.0,0.85,33.5,6.6,0.03,0.15,0.003,33.1,0.404,6.3,102.6,<0.003,<10,<10
船帆石,船帆石左,甲,2010/7/18 上午 11:20:00,6231,30.8,8.1,26,34.6,6.5,<0.01,0.02,0.002,34.7,0.234,6.4,101.3,<0.003,<10,<10
山水沙灘,山水沙灘左,甲,2010/7/18 上午 11:12:00,6161,29.3,8.0,1.0,33.5,6.6,0.03,0.14,0.004,33.1,0.392,6.2,102.3,0.009,<10,10
山水沙灘,山水沙灘中,甲,2010/7/18 上午 11:02:00,6162,29.4,8.0,0.95,33.5,6.6,0.08,0.19,0.003,33.1,0.563,6.3,102.0,0.004,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2010/7/18 上午 10:40:00,6063,30.7,8.1,38,34.7,6.2,0.03,0.02,0.004,34.0,0.333,6.1,101.0,0.021,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2010/7/18 上午 10:31:00,6062,30.6,8.1,45,34.7,6.2,0.04,0.02,0.005,34.1,0.312,6.2,100.5,0.021,<10,<10
中澳沙灘,中澳沙灘右,甲,2010/7/18 上午 10:30:00,6223,32.3,8.1,4.4,33.4,6.5,<0.01,0.02,0.002,33.4,0.199,6.5,107.0,<0.003,<10,<10
港口海灘,港口海灘右,甲,2010/7/18 上午 10:25:00,6253,30.7,8.1,7.2,33.6,6.5,0.01,0.05,0.003,34.2,0.510,6.5,102.4,0.013,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2010/7/18 上午 10:23:00,6061,30.7,8.1,33,34.7,6.3,0.03,0.02,0.005,34.0,0.323,6.2,100.9,0.020,<10,<10
林投公園,林投公園左,甲,2010/7/18 上午 10:23:00,6271,30.3,8.0,6.3,33.1,6.4,0.04,0.19,0.004,33.4,0.574,6.2,100.9,<0.003,<10,<10
中澳沙灘,中澳沙灘中,甲,2010/7/18 上午 10:20:00,6222,32.3,8.1,5.5,33.4,6.5,<0.01,0.02,0.003,33.4,0.177,6.5,107.1,<0.003,15,<10
港口海灘,港口海灘中,甲,2010/7/18 上午 10:15:00,6252,30.5,8.1,4.5,33.6,6.6,0.01,0.01,0.002,34.2,0.407,6.5,101.9,0.011,<10,<10
中澳沙灘,中澳沙灘左,甲,2010/7/18 上午 10:10:00,6221,32.2,8.1,2.9,33.4,6.6,<0.01,0.04,0.004,33.4,0.223,6.5,107.3,<0.003,15,20
林投公園,林投公園右,甲,2010/7/18 上午 10:10:00,6273,30.2,8.0,6.5,33.1,6.4,0.07,0.19,0.003,33.4,0.558,6.2,100.7,<0.003,<10,<10
港口海灘,港口海灘左,甲,2010/7/18 上午 10:05:00,6251,30.0,8.0,9.0,33.6,6.5,0.01,0.03,0.002,34.4,0.533,6.6,101.5,0.021,<10,52
林投公園,林投公園中,甲,2010/7/18 上午 10:00:00,6272,30.3,8.0,5.9,33.1,6.4,0.04,0.14,0.003,33.5,0.404,6.2,100.7,<0.003,<10,<10
福隆海水浴場,福隆海水浴場中,乙,2010/7/12 下午 03:10:00,6012,28.4,8.1,9.0,30.1,6.4,0.02,0.04,0.002,29.5,1.47,6.3,99.7,0.016,110,41
福隆海水浴場,福隆海水浴場右,乙,2010/7/12 下午 02:50:00,6013,28.4,8.1,8.6,30.1,6.4,0.02,0.05,0.002,29.4,1.43,6.4,100.2,0.022,120,120
福隆海水浴場,福隆海水浴場左,乙,2010/7/12 下午 02:30:00,6011,28.1,8.0,9.0,30.5,6.4,0.01,0.06,0.003,30.4,1.47,6.2,98.1,0.020,100,31
外澳濱海遊憩區,外澳濱海遊憩區中,甲,2010/7/12 下午 01:33:00,6172,30.5,8.1,3.0,33.8,6.1,<0.01,<0.01,0.002,33.4,0.347,6.0,100.1,0.004,<10,10
外澳濱海遊憩區,外澳濱海遊憩區左,甲,2010/7/12 下午 01:18:00,6171,30.2,8.1,2.9,33.8,6.1,<0.01,<0.01,0.002,33.2,0.295,6.0,97.4,0.006,10,10
外澳濱海遊憩區,外澳濱海遊憩區右,甲,2010/7/12 下午 01:00:00,6173,30.5,8.1,2.9,33.8,6.1,<0.01,0.03,0.001,33.4,0.279,6.0,98.2,0.008,<10,<10
塘后,塘后左,甲,2010/7/12 下午 12:30:00,6281,27.8,8.1,4.9,30.4,6.0,<0.01,0.09,0.014,32.2,1.15,6.1,90.9,0.005,<10,10
塘后,塘后中,甲,2010/7/12 下午 12:16:00,6282,27.7,8.1,4.2,30.4,6.2,<0.01,0.08,0.014,32.3,1.09,6.3,93.8,0.040,<10,<10
大武崙沙灘,大武崙沙灘右,甲,2010/7/12 下午 12:10:00,6183,28.2,8.5,6.9,33.1,14.0,<0.01,0.42,0.001,30.3,0.367,13.6,219.0,0.022,60,41
大武崙沙灘,大武崙沙灘中,甲,2010/7/12 下午 12:02:00,6182,28.4,8.3,7.7,33.1,13.5,<0.01,0.10,<0.001,32.2,0.357,13.5,205.0,0.019,<10,20
塘后,塘后右,甲,2010/7/12 下午 12:00:00,6283,27.6,8.0,4.8,30.3,6.1,0.01,0.07,0.015,32.6,1.14,6.2,92.1,0.038,<10,<10
大武崙沙灘,大武崙沙灘左,甲,2010/7/12 上午 11:55:00,6181,28.3,8.4,6.1,32.9,12.0,<0.01,0.03,<0.001,32.4,0.370,11.6,181.4,0.011,<10,10
新金山海水浴場,新金山海水浴場右,乙,2010/7/12 上午 10:54:00,6023,28.2,8.0,1.5,31.9,6.8,0.02,0.09,0.003,26.5,5.13,6.6,100.4,0.016,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2010/7/12 上午 10:47:00,6022,28.3,8.0,1.4,31.7,6.7,0.01,0.09,0.004,27.5,4.64,6.6,99.9,0.008,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2010/7/12 上午 10:40:00,6021,28.8,8.0,2.0,31.7,6.6,0.02,0.10,0.003,28.9,6.63,6.6,101.6,0.007,<10,<10
后湖海濱公園,后湖海濱公園右,乙,2010/7/12 上午 09:58:00,6143,28.0,7.8,14,29.4,6.6,<0.01,0.08,0.002,33.4,0.175,6.4,100.9,0.012,<10,<10
沙珠灣,沙珠灣右,甲,2010/7/12 上午 09:54:00,6193,27.3,8.1,2.2,31.2,6.2,<0.01,0.29,0.003,32.8,0.721,6.2,94.9,0.023,20,<10
沙珠灣,沙珠灣中,甲,2010/7/12 上午 09:47:00,6192,27.4,8.1,4.1,31.2,6.3,0.01,0.09,0.002,33.0,0.783,6.2,95.4,0.028,35,<10
后湖海濱公園,后湖海濱公園中,乙,2010/7/12 上午 09:42:00,6142,28.2,8.0,10,29.5,6.5,<0.01,0.03,0.001,33.3,0.152,6.4,100.7,0.010,<10,<10
沙珠灣,沙珠灣左,甲,2010/7/12 上午 09:40:00,6191,27.1,8.1,4.0,31.2,6.2,<0.01,0.40,0.005,33.3,0.653,6.2,93.8,0.016,80,10
通霄海水浴場,通霄海水浴場右,乙,2010/7/12 上午 09:36:00,6043,29.5,8.2,2.3,30.5,6.4,0.01,0.02,0.001,33.1,0.106,6.4,100.1,<0.003,1300,<10
后湖海濱公園,后湖海濱公園左,乙,2010/7/12 上午 09:25:00,6141,28.1,8.0,10,29.5,6.4,<0.01,<0.01,0.002,33.3,0.139,6.3,99.2,0.013,<10,10
通霄海水浴場,通霄海水浴場中,乙,2010/7/12 上午 09:21:00,6042,29.5,8.1,2.0,30.5,6.4,0.01,0.03,0.001,33.0,0.105,6.3,100.2,<0.003,2900,<10
白沙灣海水浴場,白沙灣海水浴場右,乙,2010/7/12 上午 08:42:00,6123,28.0,8.1,4.6,30.3,6.2,<0.01,0.09,0.003,32.9,0.435,6.0,94.3,0.019,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2010/7/12 上午 08:40:00,6041,29.4,8.0,1.7,30.5,6.4,0.01,0.02,0.001,33.0,0.100,6.6,100.1,<0.003,1900,<10
白沙灣海水浴場,白沙灣海水浴場中,乙,2010/7/12 上午 08:33:00,6122,28.2,8.1,5.7,30.3,6.3,0.01,0.09,0.002,32.8,0.617,6.2,96.8,0.023,65,20
磯崎海水浴場,磯崎海水浴場左,甲,2010/7/12 上午 08:33:00,6211,28.3,8.1,5.3,30.4,6.6,<0.01,0.02,0.001,34.2,0.708,6.5,101.4,0.011,300,52
白沙灣海水浴場,白沙灣海水浴場左,乙,2010/7/12 上午 08:25:00,6121,28.2,8.1,2.8,30.3,6.4,<0.01,0.10,0.003,32.9,0.468,6.3,97.4,0.022,35,<10
磯崎海水浴場,磯崎海水浴場中,甲,2010/7/12 上午 08:18:00,6212,28.3,8.1,7.2,30.2,6.6,<0.01,0.01,0.001,34.3,0.920,6.6,102.2,0.024,450,63
磯崎海水浴場,磯崎海水浴場右,甲,2010/7/12 上午 08:00:00,6213,28.1,8.1,4.2,29.8,6.6,<0.01,0.02,0.001,33.4,0.929,6.5,100.1,0.011,850,150
淺水灣,淺水灣右,甲,2010/7/12 上午 07:43:00,6203,28.5,8.0,5.0,30.1,5.4,0.02,0.08,0.005,32.3,0.529,5.4,82.8,0.021,240,74
淺水灣,淺水灣中,甲,2010/7/12 上午 07:30:00,6202,28.4,8.0,4.0,30.2,5.2,0.02,0.08,0.003,32.3,0.672,5.3,81.1,0.023,170,10
淺水灣,淺水灣左,甲,2010/7/12 上午 07:15:00,6201,28.5,8.0,4.2,30.2,5.2,0.02,0.09,0.006,29.3,0.646,5.2,79.4,0.019,140,10
白砂沙灘,白砂沙灘右,甲,2010/7/11 下午 02:40:00,6243,31.2,8.2,1.4,35.9,6.6,<0.01,0.02,<0.001,34.0,0.143,6.6,107.3,0.003,<10,20
白砂沙灘,白砂沙灘中,甲,2010/7/11 下午 02:30:00,6242,31.6,8.2,1.8,35.9,6.4,<0.01,0.02,<0.001,34.0,0.144,6.4,105.2,0.005,<10,<10
白砂沙灘,白砂沙灘左,甲,2010/7/11 下午 02:20:00,6241,31.8,8.2,5.5,35.9,6.3,<0.01,0.05,<0.001,34.1,0.146,6.4,103.7,<0.003,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2010/7/11 下午 02:19:00,6113,33.0,8.2,3.1,35.2,6.1,0.05,0.05,0.006,34.1,0.113,6.1,101.8,0.003,10,20
西子灣海水浴場,西子灣海水浴場中,乙,2010/7/11 下午 02:10:00,6112,32.9,8.2,3.1,35.2,6.2,0.04,0.05,0.007,34.1,0.116,6.1,102.8,0.003,<10,20
旗津海水浴場,旗津海水浴場右,乙,2010/7/11 下午 02:00:00,6083,32.8,8.3,5.7,33.4,6.1,<0.01,0.02,<0.001,33.5,0.176,6.1,100.6,0.006,<10,<10
西子灣海水浴場,西子灣海水浴場左,乙,2010/7/11 下午 02:00:00,6111,33.2,8.2,3.3,35.2,6.0,0.05,0.05,0.006,34.1,0.120,5.9,101.4,<0.003,<10,<10
旗津海水浴場,旗津海水浴場中,乙,2010/7/11 下午 01:50:00,6082,32.7,8.3,4.4,33.4,6.1,<0.01,0.02,0.001,33.5,0.199,6.0,100.1,<0.003,<10,<10
旗津海水浴場,旗津海水浴場左,乙,2010/7/11 下午 01:40:00,6081,32.8,8.3,4.4,33.4,6.1,<0.01,0.02,<0.001,33.5,0.223,6.1,100.2,<0.003,<10,<10
杉原海水浴場,杉原海水浴場右,甲,2010/7/11 下午 01:40:00,6103,30.3,8.1,2.5,34.7,6.7,<0.01,0.02,<0.001,34.7,0.194,6.6,108.0,0.007,<10,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2010/7/11 下午 01:38:00,6093,32.2,8.1,1.4,35.4,6.4,<0.01,0.04,<0.001,34.0,0.282,6.6,105.3,0.006,<10,<10
杉原海水浴場,杉原海水浴場中,甲,2010/7/11 下午 01:33:00,6102,30.2,8.1,2.1,34.7,6.7,<0.01,0.02,<0.001,34.7,0.201,6.6,107.0,<0.003,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2010/7/11 下午 01:28:00,6092,32.3,8.1,1.5,35.4,6.5,<0.01,0.03,<0.001,34.1,0.229,6.5,106.5,<0.003,15,10
杉原海水浴場,杉原海水浴場左,甲,2010/7/11 下午 01:25:00,6101,30.2,8.1,2.1,34.7,6.7,0.01,0.01,<0.001,34.7,0.183,6.6,107.6,<0.003,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2010/7/11 下午 01:15:00,6091,32.5,8.0,1.7,35.4,6.2,0.02,0.04,<0.001,34.1,0.250,6.3,102.4,<0.003,25,31
觀音亭,觀音亭右,甲,2010/7/11 下午 12:29:00,6263,29.6,8.1,1.5,34.7,6.6,<0.01,0.02,0.001,34.2,0.342,6.2,104.7,0.005,<10,20
觀音亭,觀音亭中,甲,2010/7/11 下午 12:17:00,6262,29.5,8.1,1.8,34.7,6.7,<0.01,0.02,<0.001,34.2,0.364,6.2,104.8,<0.003,<10,10
觀音亭,觀音亭左,甲,2010/7/11 下午 12:07:00,6261,29.5,8.1,1.7,34.7,6.7,<0.01,0.02,0.001,34.2,0.342,6.3,105.1,<0.003,<10,<10
船帆石,船帆石右,甲,2010/7/11 上午 11:52:00,6233,31.3,8.1,2.6,35.0,6.5,<0.01,0.02,<0.001,34.5,0.179,6.5,105.1,<0.003,<10,<10
船帆石,船帆石中,甲,2010/7/11 上午 11:42:00,6232,31.3,8.1,3.4,35.0,6.3,0.01,0.02,<0.001,34.6,0.179,6.3,102.3,<0.003,<10,<10
船帆石,船帆石左,甲,2010/7/11 上午 11:32:00,6231,31.2,8.1,1.4,35.0,6.1,<0.01,0.02,<0.001,34.8,0.182,6.1,98.9,<0.003,<10,<10
山水沙灘,山水沙灘右,甲,2010/7/11 上午 11:22:00,6163,28.6,8.1,0.75,34.3,6.2,0.02,0.03,0.002,33.6,0.289,6.0,96.4,<0.003,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2010/7/11 上午 11:15:00,6063,32.6,8.2,2.7,34.6,6.0,<0.01,0.01,<0.001,34.2,0.199,5.9,98.8,<0.003,<10,<10
山水沙灘,山水沙灘中,甲,2010/7/11 上午 11:11:00,6162,28.7,8.1,0.75,34.3,6.3,0.01,0.03,0.002,33.6,0.232,6.0,96.9,<0.003,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2010/7/11 上午 11:06:00,6062,32.6,8.2,2.9,34.6,5.9,<0.01,0.01,<0.001,34.3,0.195,5.8,98.4,0.008,<10,<10
山水沙灘,山水沙灘左,甲,2010/7/11 上午 11:00:00,6161,28.6,8.1,0.75,34.3,6.3,0.02,0.03,0.002,33.6,0.233,6.1,96.7,<0.003,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2010/7/11 上午 10:55:00,6061,32.6,8.2,2.1,34.6,5.9,<0.01,0.01,<0.001,34.2,0.193,5.9,98.6,<0.003,<10,<10
港口海灘,港口海灘右,甲,2010/7/11 上午 10:45:00,6253,28.2,8.1,14,36.0,6.8,<0.01,0.03,<0.001,34.5,0.576,6.7,105.9,<0.003,<10,<10
中澳沙灘,中澳沙灘左,甲,2010/7/11 上午 10:40:00,6221,31.3,8.2,1.6,32.3,6.9,0.01,0.02,0.002,33.6,0.172,6.8,111.0,0.003,<10,20
港口海灘,港口海灘中,甲,2010/7/11 上午 10:35:00,6252,28.8,8.1,40,36.0,6.6,0.02,0.02,<0.001,33.8,0.592,6.6,103.4,0.008,<10,<10
中澳沙灘,中澳沙灘中,甲,2010/7/11 上午 10:25:00,6222,31.3,8.2,1.2,32.3,6.8,<0.01,0.03,<0.001,33.6,0.173,6.9,109.8,<0.003,60,<10
港口海灘,港口海灘左,甲,2010/7/11 上午 10:25:00,6251,29.3,8.0,70,36.0,6.6,0.02,0.05,<0.001,34.4,0.390,6.6,104.5,0.003,<10,<10
林投公園,林投公園右,甲,2010/7/11 上午 10:21:00,6273,29.9,8.1,7.8,34.2,6.4,<0.01,0.04,0.001,34.5,0.209,6.2,100.3,<0.003,<10,<10
中澳沙灘,中澳沙灘右,甲,2010/7/11 上午 10:15:00,6223,31.3,8.2,1.0,32.3,6.8,<0.01,0.02,<0.001,33.6,0.167,6.8,110.1,<0.003,15,<10
林投公園,林投公園中,甲,2010/7/11 上午 10:12:00,6272,29.9,8.1,8.4,34.2,6.3,<0.01,0.03,<0.001,34.5,0.188,6.2,100.0,<0.003,<10,<10
林投公園,林投公園左,甲,2010/7/11 上午 10:00:00,6271,29.9,8.1,7.1,34.2,6.3,<0.01,0.03,<0.001,34.5,0.192,6.2,100.1,<0.003,<10,<10
