採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,採樣深度,氣溫,水溫,鹽度,酸鹼值,溶氧(滴定法),溶氧(電極法),溶氧飽和度,懸浮固體,葉綠素a,氨氮,硝酸鹽氮,正磷酸鹽,亞硝酸鹽氮,矽酸鹽,鎘,鉻,銅,鋅,鉛,汞,備註
,,,,,m,℃,℃,psu,,mg/L,mg/L,%,mg/L,μg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L
基隆沿海海域,八斗子垃圾場,乙,2008/10/28 上午 09:10:00,5126,1.0,22.5,23.9,34.7,8.1,6.4,6.4,91.9,3.3,0.4,<0.01,0.05,0.038,0.005,0.332,0.00004,<0.001,0.0006,0.0041,0.0004,<0.0003
基隆沿海海域,八斗子垃圾場,乙,2008/8/4 上午 09:16:00,5126,1.0,31.5,25.3,33.6,8.0,6.3,6.2,91.1,5.0,0.9,<0.01,0.04,0.022,0.004,0.462,0.00002,<0.001,0.0005,0.0090,0.0002,<0.0003
基隆沿海海域,八斗子垃圾場,乙,2008/5/12 上午 09:30:00,5126,1.0,19.5,25.0,34.6,8.2,6.4,6.3,93.1,5.1,0.6,<0.01,<0.01,0.011,0.002,0.240,<0.00001,<0.001,0.0004,0.0015,0.0004,<0.0003
基隆沿海海域,八斗子垃圾場,乙,2008/1/28 上午 09:40:00,5126,1.0,17.7,17.4,35.2,8.1,7.4,7.4,94.8,6.2,0.3,<0.02,0.12,0.054,0.003,0.729,0.00006,0.0012,0.0005,0.0098,0.0002,<0.0003
基隆沿海海域,和平島,乙,2008/10/28 上午 09:35:00,5127,1.0,22.6,23.8,34.8,8.1,6.5,6.4,92.1,2.2,0.7,<0.01,0.04,0.026,0.004,0.298,0.00002,<0.001,0.0006,0.0043,0.0002,<0.0003
基隆沿海海域,和平島,乙,2008/8/4 上午 09:37:00,5127,1.0,31.4,25.2,33.6,8.0,6.3,6.2,90.8,<2.0,0.8,<0.01,0.05,0.023,0.005,0.473,<0.00001,<0.001,0.0002,0.0050,<0.0001,<0.0003
基隆沿海海域,和平島,乙,2008/5/12 上午 09:45:00,5127,1.0,19.8,24.9,34.6,8.2,6.4,6.3,91.5,3.6,0.6,<0.01,0.02,0.017,0.003,0.274,0.00002,<0.001,0.0021,0.0045,0.0006,<0.0003
基隆沿海海域,和平島,乙,2008/1/28 上午 10:00:00,5127,1.0,17.8,17.2,35.1,8.1,7.3,7.3,92.4,6.3,0.3,<0.02,0.12,0.045,0.003,0.722,0.00004,0.0010,0.0006,0.0133,<0.0002,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2008/10/28 上午 07:00:00,5128,1.0,21.8,24.9,34.8,8.1,6.4,6.3,91.5,<2.0,0.6,<0.01,0.03,0.035,0.003,0.274,0.00002,<0.001,0.0003,0.0025,0.0001,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2008/8/4 上午 07:15:00,5128,1.0,30.4,26.0,34.0,8.1,6.4,6.3,94.0,3.2,0.5,<0.01,0.03,0.016,0.002,0.363,0.00002,<0.001,0.0004,0.0043,0.0001,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2008/5/12 上午 07:15:00,5128,1.0,18.2,24.3,34.9,8.2,6.4,6.3,91.8,6.6,0.5,<0.01,0.02,0.019,0.003,0.282,0.00001,<0.001,0.0008,0.0028,0.0005,<0.0003
台北沿海海域(甲),核四預定地外海,甲,2008/1/28 上午 07:35:00,5128,1.0,18.0,17.3,34.8,8.0,8.1,8.0,99.5,6.0,0.5,0.02,0.15,0.042,0.003,1.24,0.00002,<0.0010,0.0004,0.0084,<0.0002,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2008/10/28 上午 08:02:00,5129,1.0,22.2,23.9,34.6,8.2,6.4,6.3,90.6,4.1,0.7,<0.01,0.04,0.025,0.005,0.318,0.00002,<0.001,0.0003,0.0029,0.0002,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2008/8/4 上午 07:55:00,5129,1.0,31.1,25.8,33.6,8.0,6.3,6.2,92.3,2.6,0.6,<0.01,0.04,0.022,0.005,0.440,0.00002,<0.001,0.0013,0.0055,0.0002,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2008/5/12 上午 08:25:00,5129,1.0,18.0,24.5,34.5,8.1,6.6,6.5,94.2,8.5,0.5,<0.01,0.02,0.006,0.004,0.535,0.00002,<0.001,0.0006,0.0045,0.0003,<0.0003
台北沿海海域(乙),濂洞溪外海,乙,2008/1/28 上午 08:30:00,5129,1.0,17.9,17.2,34.8,8.1,7.8,7.7,98.7,6.0,0.3,0.05,0.12,0.054,0.002,0.725,0.00005,0.0010,0.0006,0.0079,<0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2008/10/28 下午 01:16:00,5130,1.0,23.9,25.7,33.9,8.1,6.4,6.4,94.3,19.5,0.6,0.03,0.07,0.053,0.022,0.455,0.00002,<0.001,0.0003,0.0020,0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2008/8/4 下午 12:50:00,5130,1.0,35.1,28.2,32.5,8.0,6.1,5.9,91.5,10.2,0.7,0.03,0.04,0.040,0.011,0.521,0.00002,<0.001,0.0007,0.0082,0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2008/5/12 下午 01:20:00,5130,1.0,30.1,25.9,34.2,8.1,6.4,6.3,93.8,7.0,0.4,0.03,0.03,0.027,0.007,0.339,0.00001,<0.001,0.0007,0.0019,0.0003,<0.0003
台北沿海海域(乙),八里污水廠外海一,乙,2008/1/28 下午 01:10:00,5130,1.0,17.5,17.8,34.7,8.1,7.6,7.5,97.6,14.3,0.3,0.03,0.11,0.045,0.004,0.637,0.00004,0.0010,0.0019,0.0140,<0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2008/10/28 下午 12:30:00,5131,1.0,24.3,25.6,34.1,8.1,6.5,6.4,94.9,10.5,0.5,<0.01,0.06,0.041,0.018,0.335,0.00003,<0.001,0.0002,0.0042,0.0002,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2008/8/4 上午 11:50:00,5131,1.0,35.0,28.4,32.4,8.0,6.3,6.1,95.4,6.1,0.8,0.02,0.04,0.038,0.010,0.519,0.00002,<0.001,0.0007,0.0093,0.0001,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2008/5/12 下午 12:30:00,5131,1.0,28.9,25.6,34.2,8.1,6.3,6.2,90.7,7.0,0.7,0.03,0.03,0.034,0.006,0.347,0.00002,<0.001,0.0004,0.0016,0.0003,<0.0003
台北沿海海域(乙),八里污水廠外海二,乙,2008/1/28 下午 12:20:00,5131,1.0,17.6,17.9,34.9,8.1,7.6,7.5,97.4,13.0,0.2,<0.02,0.10,0.048,0.004,0.586,0.00003,0.0011,0.0008,0.0126,0.0003,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2008/10/29 上午 07:34:00,5132,1.0,25.6,25.3,32.8,8.1,6.2,6.2,90.3,10.0,1.7,0.11,0.10,0.062,0.032,0.948,0.00001,<0.001,0.0002,0.0025,0.0001,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2008/8/5 上午 08:03:00,5132,1.0,32.8,28.0,32.0,8.1,6.1,6.2,94.1,5.3,0.4,0.02,0.05,0.040,0.015,0.519,0.00001,<0.001,0.0005,0.0042,<0.0001,<0.0003
台北沿海海域(乙),林口發電廠外海,乙,2008/5/13 上午 07:30:00,5132,1.0,19.2,25.3,33.2,8.1,6.4,6.3,92.3,12.0,1.3,0.06,0.04,0.043,0.010,0.492,0.00001,<0.001,0.0006,0.0018,0.0002,0.0003
台北沿海海域(乙),林口發電廠外海,乙,2008/2/16 上午 08:20:00,5132,1.0,14.5,15.4,33.6,8.1,8.0,7.9,94.9,9.7,0.2,0.08,0.14,0.063,0.006,0.884,0.00004,0.0010,0.0007,0.0078,<0.0002,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2008/10/28 上午 08:34:00,5133,1.0,22.3,24.1,34.6,8.1,6.5,6.4,92.2,2.1,0.6,<0.01,0.04,0.027,0.004,0.420,0.00002,<0.001,0.0006,0.0024,0.0002,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2008/8/4 上午 08:34:00,5133,1.0,31.7,25.5,33.5,8.0,6.3,6.2,90.6,2.2,0.8,<0.01,0.04,0.023,0.004,0.444,0.00002,<0.001,0.0008,0.0088,0.0003,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2008/5/12 上午 09:00:00,5133,1.0,19.0,25.0,34.6,8.2,6.5,6.4,93.4,3.5,0.7,<0.01,<0.01,0.015,0.003,0.253,0.00001,<0.001,0.0004,0.0022,0.0001,<0.0003
台北沿海海域(乙),深澳發電廠外海,乙,2008/1/28 上午 09:05:00,5133,1.0,17.7,17.4,35.2,8.1,7.4,7.5,94.7,5.5,0.3,0.04,0.12,0.051,0.003,0.722,0.00009,0.0010,0.0005,0.0135,<0.0002,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2008/10/28 下午 12:58:00,5134,1.0,24.2,25.7,34.2,8.1,6.5,6.5,95.2,7.1,0.4,<0.01,0.04,0.027,0.012,0.278,0.00002,<0.001,0.0005,0.0036,0.0002,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2008/8/4 下午 12:15:00,5134,1.0,34.7,27.8,32.7,8.0,6.4,6.5,100.1,4.2,0.9,0.02,0.04,0.029,0.009,0.458,0.00001,<0.001,0.0003,0.0087,0.0001,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2008/5/12 下午 12:55:00,5134,1.0,29.3,26.1,34.4,8.1,6.4,6.4,95.1,5.1,0.8,0.03,0.01,0.020,0.004,0.280,0.00002,<0.001,0.0006,0.0020,0.0004,<0.0003
台北沿海海域(乙),淡水河口外4海浬處,乙,2008/1/28 下午 12:45:00,5134,1.0,17.6,17.6,34.8,8.1,7.5,7.6,96.9,8.9,0.3,<0.02,0.11,0.042,0.002,0.593,0.00003,0.0010,0.0006,0.0138,<0.0002,<0.0003
台北沿海海域(乙),林口發電廠,乙,2008/10/29 上午 07:18:00,5135,1.0,25.4,25.3,33.6,8.1,6.3,6.3,91.5,13.0,1.3,0.05,0.09,0.054,0.029,0.596,0.00002,<0.001,0.0006,0.0028,0.0003,<0.0003
台北沿海海域(乙),林口發電廠,乙,2008/8/5 上午 07:47:00,5135,1.0,32.2,27.8,32.1,8.1,6.0,6.1,93.6,5.4,1.2,0.04,0.05,0.039,0.012,0.548,0.00002,<0.001,0.001,0.0073,0.0002,<0.0003
台北沿海海域(乙),林口發電廠,乙,2008/5/13 上午 07:10:00,5135,1.0,18.9,25.1,33.8,8.1,6.4,6.4,92.6,12.0,1.7,0.05,0.05,0.040,0.010,0.532,0.00001,<0.001,0.0003,0.0021,0.0002,<0.0003
台北沿海海域(乙),林口發電廠,乙,2008/2/16 上午 08:05:00,5135,1.0,16.8,15.2,33.7,8.1,8.2,8.0,96.2,13.5,0.3,0.10,0.16,0.072,0.009,0.961,0.00004,<0.0010,0.0008,0.0086,<0.0002,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2008/10/28 上午 08:50:00,5136,1.0,22.4,23.8,34.2,8.1,6.6,6.6,93.3,5.4,0.7,<0.01,0.06,0.035,0.006,0.481,0.00002,<0.001,<0.0001,0.0050,0.0002,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2008/8/4 上午 08:54:00,5136,1.0,31.6,25.9,33.3,8.1,6.5,6.4,94.1,<2.0,1.2,<0.01,0.03,0.035,0.004,0.487,0.00004,<0.001,0.0008,0.0075,0.0003,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2008/5/12 上午 09:15:00,5136,1.0,19.2,24.8,34.1,8.1,6.6,6.5,94.3,6.8,0.6,<0.01,0.03,0.022,0.004,0.401,0.00002,<0.001,0.0005,0.0047,0.0002,<0.0003
台北沿海海域(乙),深澳發電廠,乙,2008/1/28 上午 09:20:00,5136,1.0,17.7,17.5,35.1,8.1,7.8,7.7,97.4,5.6,0.4,0.03,0.33,0.057,0.004,2.58,0.00006,<0.0010,0.0009,0.0135,<0.0002,<0.0003
桃園沿海海域,海湖電廠,乙,2008/10/29 上午 07:59:00,5137,1.0,26.0,25.4,33.5,8.1,6.4,6.4,93.0,12.0,1.0,0.08,0.10,0.057,0.032,0.687,0.00002,<0.001,<0.0001,0.0118,0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2008/8/5 上午 08:19:00,5137,1.0,32.5,28.0,32.0,8.1,6.0,6.1,93.4,8.2,0.6,0.03,0.04,0.044,0.014,0.530,0.00002,<0.001,0.0010,0.0046,0.0001,<0.0003
桃園沿海海域,海湖電廠,乙,2008/5/13 上午 07:55:00,5137,1.0,19.6,24.9,33.0,8.1,6.4,6.3,91.7,16.8,1.3,0.12,0.10,0.016,0.015,0.649,0.00001,<0.001,0.0009,0.0020,0.0003,<0.0003
桃園沿海海域,海湖電廠,乙,2008/2/16 上午 08:40:00,5137,1.0,14.9,15.1,33.5,8.1,8.3,8.2,98.8,13.5,0.2,0.54,0.32,0.084,0.025,1.14,0.00007,0.0011,0.0016,0.0094,<0.0002,<0.0003
桃園沿海海域,新南崁溪口,乙,2008/10/29 上午 08:21:00,5138,1.0,26.2,25.3,33.5,8.1,6.4,6.3,92.2,22.0,1.0,0.07,0.10,0.056,0.032,0.657,0.00003,<0.001,<0.0001,0.0026,0.0002,<0.0003
桃園沿海海域,新南崁溪口,乙,2008/8/5 上午 08:40:00,5138,1.0,32.8,28.1,32.0,8.1,6.0,6.1,92.2,21.1,0.7,0.03,0.05,0.049,0.014,0.555,0.00002,<0.001,0.0011,0.0038,<0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2008/5/13 上午 08:15:00,5138,1.0,20.0,24.9,32.3,8.1,6.4,6.4,92.4,15.5,1.2,0.36,0.20,0.017,0.032,0.921,0.00001,<0.001,0.0006,0.0027,0.0001,<0.0003
桃園沿海海域,新南崁溪口,乙,2008/2/16 上午 08:55:00,5138,1.0,14.8,14.8,32.1,8.0,8.4,8.3,98.2,13.5,0.1,0.67,0.35,0.105,0.037,1.66,0.00007,<0.0010,0.0010,0.0115,<0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2008/10/29 上午 08:44:00,5139,1.0,26.5,25.4,33.7,8.1,6.3,6.2,91.3,14.5,0.8,0.04,0.11,0.057,0.034,0.647,0.00002,<0.001,<0.0001,0.0038,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2008/8/5 上午 08:55:00,5139,1.0,32.4,27.9,32.3,8.1,6.1,6.3,96.1,9.3,0.7,0.02,0.04,0.031,0.010,0.440,0.00002,<0.001,0.0009,0.0035,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2008/5/13 上午 08:35:00,5139,1.0,20.5,25.3,33.6,8.1,6.3,6.3,92.0,38.0,1.4,0.1,0.06,0.033,0.010,0.435,0.00001,<0.001,0.0003,0.0020,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施一,乙,2008/2/16 上午 09:15:00,5139,1.0,15.4,15.3,34.4,8.1,8.2,8.1,97.3,13.0,0.2,0.06,0.13,0.063,0.005,0.793,0.00008,0.0010,0.0009,0.0108,<0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2008/10/29 上午 08:58:00,5140,1.0,26.5,25.5,33.8,8.1,6.3,6.2,91.2,15.5,0.7,0.03,0.11,0.052,0.033,0.589,0.00003,<0.001,<0.0001,0.0078,0.0003,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2008/8/5 上午 09:08:00,5140,1.0,32.5,27.8,32.3,8.1,6.1,6.3,96.3,8.0,0.7,0.03,0.04,0.029,0.011,0.424,0.00002,<0.001,0.0008,0.0046,<0.0001,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2008/5/13 上午 08:50:00,5140,1.0,21.1,25.7,33.8,8.1,6.2,6.2,91.2,8.9,0.4,0.03,0.02,0.022,0.006,0.252,0.00002,<0.001,0.0014,0.0024,0.0002,<0.0003
桃園沿海海域,沙崙中油卸油設施二,乙,2008/2/16 上午 09:28:00,5140,1.0,15.7,15.2,34.4,8.1,8.2,8.0,96.6,14.5,0.4,0.06,0.13,0.054,0.005,0.770,0.00005,0.0011,0.0008,0.0082,0.0002,<0.0003
桃園沿海海域,觀音溪口,乙,2008/10/29 上午 09:35:00,5141,1.0,26.4,25.3,33.8,8.2,6.4,6.4,93.3,8.8,0.6,0.04,0.22,0.061,0.019,0.636,0.00002,<0.001,<0.0001,0.0035,0.0002,<0.0003
桃園沿海海域,觀音溪口,乙,2008/8/5 上午 09:43:00,5141,1.0,32.8,28.0,32.3,8.1,6.0,6.1,93.0,18.0,0.7,0.03,0.06,0.038,0.008,0.440,0.00002,<0.001,0.0010,0.0067,<0.0001,<0.0003
桃園沿海海域,觀音溪口,乙,2008/5/13 上午 09:25:00,5141,1.0,21.5,25.4,33.2,8.1,6.3,6.2,91.5,29.6,1.0,0.08,0.13,0.063,0.016,0.485,0.00001,<0.001,0.0006,0.0042,0.0002,<0.0003
桃園沿海海域,觀音溪口,乙,2008/2/16 上午 10:10:00,5141,1.0,16.5,14.9,33.9,8.1,8.3,8.2,98.1,43.0,0.6,0.13,0.21,0.072,0.013,0.887,0.00008,0.0011,0.0021,0.0099,<0.0002,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2008/10/29 上午 11:37:00,5142,1.0,28.0,25.9,33.9,8.1,6.4,6.3,93.8,7.8,1.1,0.03,0.08,0.050,0.016,0.449,0.00002,<0.001,<0.0001,0.0042,0.0002,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2008/8/5 下午 12:16:00,5142,1.0,33.4,29.7,30.8,8.1,6.8,6.6,104.5,10.9,6.9,<0.01,0.06,0.021,0.006,0.727,0.00001,<0.001,0.0008,0.0030,<0.0001,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2008/5/13 上午 11:55:00,5142,1.0,23.9,25.2,33.9,8.1,6.3,6.3,91.8,10.7,0.8,0.02,0.04,0.035,0.007,0.277,0.00004,<0.001,0.0010,0.0029,0.0002,<0.0003
新竹香山沿海海域,頭前溪口南側,乙,2008/2/16 下午 12:15:00,5142,1.0,21.2,14.3,34.2,8.0,8.3,8.2,98.2,55.5,0.5,0.06,0.18,0.069,0.006,0.887,0.00006,0.0010,0.0009,0.0069,<0.0002,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2008/10/29 上午 11:20:00,5143,1.0,28.2,26.1,34.1,8.1,6.3,6.3,93.9,7.0,0.8,0.02,0.05,0.037,0.015,0.315,0.00002,<0.001,<0.0001,0.0041,0.0002,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2008/8/5 下午 12:03:00,5143,1.0,33.5,29.2,31.7,8.1,6.6,6.6,102.1,2.1,0.8,<0.01,0.04,0.027,0.004,0.548,0.00002,<0.001,0.0004,0.0034,<0.0001,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2008/5/13 上午 11:35:00,5143,1.0,23.4,25.0,34.1,8.1,6.3,6.3,92.2,17.0,0.2,0.02,0.02,0.032,0.006,0.247,0.00002,<0.001,0.0008,0.0054,0.0002,<0.0003
新竹香山沿海海域,鳳山溪北側,乙,2008/2/16 下午 12:00:00,5143,1.0,19.8,14.3,34.3,8.0,8.3,8.2,97.3,45.0,0.6,0.07,0.16,0.069,0.005,0.790,0.00005,<0.0010,0.0009,0.0032,<0.0002,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2008/10/29 上午 10:55:00,5144,1.0,27.9,27.1,34.4,8.1,6.5,6.5,97.7,5.5,1.0,<0.01,<0.01,0.016,0.009,0.217,<0.00001,<0.001,0.0001,0.0229,0.0002,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2008/8/5 上午 11:40:00,5144,1.0,33.2,29.3,31.6,8.1,6.7,6.7,103.8,<2.0,0.8,0.04,0.05,0.060,0.005,0.606,0.00002,<0.001,0.0010,0.0036,0.0002,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2008/5/13 上午 11:10:00,5144,1.0,22.4,25.1,34.2,8.1,6.4,6.4,93.1,12.3,0.2,<0.01,<0.01,0.015,0.005,0.196,0.00001,<0.001,0.0005,0.0022,0.0002,<0.0003
新竹香山沿海海域,客雅溪河口外4海浬處,乙,2008/2/16 上午 11:40:00,5144,1.0,18.9,14.8,34.2,8.0,8.2,8.1,98.5,7.7,0.2,0.03,0.11,0.045,0.003,0.638,0.00006,0.0011,0.0006,0.0078,<0.0002,<0.0003
新竹香山沿海海域,紅毛港外,乙,2008/10/29 上午 10:14:00,5145,1.0,27.4,25.7,33.7,8.1,6.5,6.4,94.6,10.5,0.7,0.02,0.20,0.060,0.016,0.579,0.00002,<0.001,0.0008,0.0066,0.0002,<0.0003
新竹香山沿海海域,紅毛港外,乙,2008/8/5 上午 10:48:00,5145,1.0,33.0,29.5,31.8,8.1,6.3,6.3,98.3,3.5,1.8,0.01,0.04,0.027,0.006,0.509,0.00002,<0.001,0.0012,0.0065,0.0002,<0.0003
新竹香山沿海海域,紅毛港外,乙,2008/5/13 上午 10:30:00,5145,1.0,22.0,25.3,33.8,8.1,6.5,6.4,92.8,47.0,0.5,0.03,0.06,0.047,0.008,0.320,<0.00001,<0.001,0.0009,0.0021,0.0001,<0.0003
新竹香山沿海海域,紅毛港外,乙,2008/2/16 上午 11:00:00,5145,1.0,17.2,14.8,34.1,8.0,8.1,7.9,95.8,43.5,0.5,0.07,0.17,0.069,0.007,0.813,0.00004,<0.0010,0.0013,0.0080,<0.0002,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2008/10/24 上午 09:42:00,5146,1.0,27.2,24.7,32.6,8.1,6.7,7.1,101.8,<2.0,1.5,0.15,<0.01,<0.003,0.002,0.226,0.00003,<0.001,0.0005,0.0044,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2008/8/13 上午 11:00:00,5146,1.0,32.2,28.4,31.5,8.1,6.6,6.6,100.6,<2.0,0.3,0.10,0.04,0.013,<0.001,0.305,0.00002,<0.001,0.0010,0.0049,0.0002,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2008/5/29 上午 09:20:00,5146,1.0,29.5,26.6,32.1,8.2,6.9,6.7,98.8,<2.0,0.2,0.06,<0.01,0.006,<0.001,0.716,0.00003,<0.001,0.0012,0.0070,0.0005,<0.0003
宜蘭蘇澳沿海海域    ,龜山島,甲,2008/2/21 上午 10:44:00,5146,1.0,17.9,21.9,33.4,8.2,6.8,6.6,89.2,<2.0,0.2,0.06,0.06,<0.004,<0.001,0.284,0.00003,0.0011,0.0006,0.0085,0.0003,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2008/10/24 上午 09:20:00,5147,1.0,26.6,24.3,32.5,8.1,6.5,6.9,97.7,4.0,0.8,0.19,<0.01,0.035,0.004,0.342,0.00004,<0.001,0.0005,0.0062,0.0004,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2008/8/13 上午 10:32:00,5147,1.0,32.6,28.2,30.0,8.0,6.7,6.8,104.6,2.5,0.4,0.14,0.03,0.033,0.002,0.916,0.00002,<0.001,0.0005,0.0044,0.0001,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2008/5/29 上午 09:47:00,5147,1.0,29.7,26.6,32.1,8.2,6.9,6.7,99.3,<2.0,0.2,0.20,<0.01,0.004,<0.001,0.690,0.00002,<0.001,0.0009,0.0048,0.0003,<0.0003
宜蘭蘇澳沿海海域    ,得子口溪口,甲,2008/2/21 上午 10:20:00,5147,1.0,17.7,20.9,33.2,8.2,6.7,6.7,89.6,<2.0,0.2,0.04,0.06,<0.004,<0.001,0.360,0.00002,0.0012,0.0004,0.0063,0.0002,<0.0003
