採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
旗津海水浴場,旗津海水浴場中,乙,2007/10/1 上午 09:16:00,6082,29.7,8.2,13.0,31.4,6.4,0.04,0.07,0.009,34.9,0.136,6.3,101.7,0.022,120,10
福隆海水浴場,福隆海水浴場中,乙,2007/10/1 上午 09:11:00,6012,23.7,8.3,1.8,28.1,6.4,<0.02,0.06,0.004,33.8,0.589,6.5,91.5,0.061,100,<10
大安海水浴場,大安海水浴場右,乙,2007/10/1 上午 09:10:00,6053,29.9,8.2,39,32.1,6.5,0.18,0.47,0.027,22.4,6.43,6.5,96.8,0.068,1100,240
旗津海水浴場,旗津海水浴場左,乙,2007/10/1 上午 09:06:00,6081,29.6,8.1,14.0,31.4,6.4,0.03,0.07,0.009,34.8,0.140,6.2,102.1,0.025,35,31
福隆海水浴場,福隆海水浴場左,乙,2007/10/1 上午 08:55:00,6011,23.9,8.2,1.5,27.9,7.0,0.03,0.07,0.002,33.8,0.578,7.0,100.3,0.044,150,10
大安海水浴場,大安海水浴場中,乙,2007/10/1 上午 08:55:00,6052,29.8,8.2,34,32.1,6.3,0.17,0.38,0.020,22.2,6.31,6.5,95.2,0.055,1100,290
大安海水浴場,大安海水浴場左,乙,2007/10/1 上午 08:40:00,6051,29.8,8.2,35,32.1,6.3,0.18,0.41,0.021,23.0,4.48,6.5,95.3,0.060,1000,320
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2007/10/1 上午 07:02:00,6063,28.3,8.2,25.0,27.5,6.3,0.05,0.02,0.004,33.3,0.169,6.4,97.0,0.056,35,42
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2007/10/1 上午 06:49:00,6062,28.2,8.2,26.0,27.5,6.3,0.04,0.01,0.004,33.3,0.146,6.3,96.7,0.045,35,75
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2007/10/1 上午 06:30:00,6061,28.1,8.2,24.0,27.5,6.3,0.05,<0.01,0.003,33.2,0.142,6.3,97.2,0.056,20,42
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2007/10/1 上午 06:30:00,6093,26.9,8.2,7.6,29.0,6.5,0.04,0.08,0.002,35.2,0.315,6.4,99.1,0.043,1100,180
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2007/10/1 上午 06:20:00,6092,27.0,8.2,9.3,29.0,6.5,0.03,0.08,0.002,35.1,0.321,6.3,98.8,0.070,1400,220
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2007/10/1 上午 06:10:00,6091,26.9,8.2,9.5,29.0,6.4,0.02,0.09,0.003,35.2,0.370,6.3,98.6,0.040,1100,270
西子灣海水浴場,西子灣海水浴場右,乙,2007/9/30 下午 05:02:00,6113,29.5,8.3,8.1,29.1,6.4,0.03,0.02,0.007,32.6,0.101,6.5,101.3,0.030,110,10
杉原海水浴場,杉原海水浴場右,甲,2007/9/30 下午 04:57:00,6103,28.3,8.1,26.0,29.4,6.8,0.04,0.04,0.003,34.9,0.356,6.7,104.7,0.040,<10,10
西子灣海水浴場,西子灣海水浴場中,乙,2007/9/30 下午 04:50:00,6112,29.6,8.3,8.0,29.1,6.6,0.03,0.03,0.007,32.6,0.095,6.6,103.1,0.043,85,10
杉原海水浴場,杉原海水浴場中,甲,2007/9/30 下午 04:47:00,6102,28.3,8.1,27.0,29.4,6.8,0.04,0.03,0.004,35.0,0.340,6.7,105.6,0.021,15,10
杉原海水浴場,杉原海水浴場左,甲,2007/9/30 下午 04:37:00,6101,28.3,8.2,26.0,29.4,6.8,<0.02,0.04,0.003,34.9,0.337,6.7,105.3,0.043,15,31
西子灣海水浴場,西子灣海水浴場左,乙,2007/9/30 下午 04:30:00,6111,29.5,8.3,8.9,29.1,6.5,0.04,0.07,0.008,32.6,0.152,6.5,101.9,0.031,120,20
新金山海水浴場,新金山海水浴場右,乙,2007/9/10 下午 12:41:00,6023,27.7,8.1,4.8,30.9,6.3,0.04,0.04,0.004,32.7,1.52,6.3,96.1,0.040,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2007/9/10 下午 12:23:00,6022,27.8,8.1,4.8,30.8,6.3,0.02,0.04,0.004,32.6,1.39,6.3,96.1,0.032,10,10
崎頂海水浴場,崎頂海水浴場右,乙,2007/9/10 下午 12:10:00,6033,28.5,8.5,15,31.8,6.7,0.04,0.01,0.001,33.7,<0.050,6.7,104.9,<0.004,10,42
新金山海水浴場,新金山海水浴場左,乙,2007/9/10 下午 12:00:00,6021,27.6,8.1,4.8,30.9,6.3,0.03,0.04,0.005,32.6,1.89,6.3,95.6,0.039,<10,<10
崎頂海水浴場,崎頂海水浴場中,乙,2007/9/10 下午 12:00:00,6032,28.5,8.5,15,31.8,6.7,0.05,0.01,0.002,33.6,<0.050,6.6,104.1,0.009,15,75
崎頂海水浴場,崎頂海水浴場左,乙,2007/9/10 上午 11:50:00,6031,28.5,8.5,14,31.8,6.8,0.05,0.01,0.002,33.7,<0.050,6.8,106.9,0.004,15,64
通霄海水浴場,通霄海水浴場右,乙,2007/9/10 上午 10:20:00,6043,29.4,8.4,16,33.5,6.3,0.06,0.03,0.003,34.0,0.309,6.4,99.6,0.021,<10,10
通霄海水浴場,通霄海水浴場中,乙,2007/9/10 上午 10:10:00,6042,29.4,8.4,12,33.5,6.3,0.04,0.02,0.003,33.9,0.252,6.4,98.9,0.012,<10,31
通霄海水浴場,通霄海水浴場左,乙,2007/9/10 上午 10:00:00,6041,29.2,8.4,10,33.5,6.3,0.05,0.02,0.003,34.0,0.258,6.3,98.2,0.018,<10,20
福隆海水浴場,福隆海水浴場右,乙,2007/9/10 上午 09:45:00,6013,26.3,8.2,4.3,28.4,6.8,0.06,0.20,0.003,26.5,3.37,6.8,97.3,0.036,2200,340
旗津海水浴場,旗津海水浴場右,乙,2007/9/10 上午 09:30:00,6083,30.3,8.3,5.0,27.8,7.0,<0.02,0.06,0.007,32.5,0.131,6.8,104.7,0.022,35,<10
福隆海水浴場,福隆海水浴場中,乙,2007/9/10 上午 09:22:00,6012,26.2,8.2,4.8,28.2,6.7,0.04,0.14,0.003,26.4,2.45,6.7,96.6,0.040,2300,380
旗津海水浴場,旗津海水浴場中,乙,2007/9/10 上午 09:20:00,6082,30.4,8.3,4.4,27.8,7.0,<0.02,0.06,0.008,32.5,0.136,6.8,104.3,0.030,35,20
旗津海水浴場,旗津海水浴場左,乙,2007/9/10 上午 09:10:00,6081,30.4,8.3,4.9,27.8,7.0,<0.02,0.06,0.008,32.6,0.134,6.8,104.5,0.019,50,10
福隆海水浴場,福隆海水浴場左,乙,2007/9/10 上午 09:00:00,6011,26.4,8.2,3.4,28.3,6.6,0.05,0.16,0.004,26.5,2.56,6.8,95.1,0.037,2200,450
大安海水浴場,大安海水浴場右,乙,2007/9/10 上午 09:00:00,6053,28.0,8.3,85,29.2,6.6,0.08,0.19,0.007,28.6,1.08,6.7,99.9,0.021,900,410
大安海水浴場,大安海水浴場中,乙,2007/9/10 上午 08:50:00,6052,27.9,8.3,75,29.2,6.7,0.07,0.18,0.007,28.7,1.05,6.6,99.9,0.025,1300,290
大安海水浴場,大安海水浴場左,乙,2007/9/10 上午 08:40:00,6051,27.9,8.3,95,29.2,6.7,0.07,0.20,0.007,28.8,1.10,6.7,99.9,0.021,850,430
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2007/9/10 上午 06:51:00,6063,29.1,8.1,18.0,27.6,6.4,0.03,0.03,0.004,32.7,0.278,6.4,99.2,0.062,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2007/9/10 上午 06:40:00,6062,29.0,8.1,17.0,27.6,6.3,0.02,0.03,0.005,32.7,0.284,6.3,98.8,0.052,20,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2007/9/10 上午 06:27:00,6093,26.9,8.2,3.6,27.6,6.8,<0.02,0.05,0.001,34.9,0.124,6.8,103.9,0.026,20,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2007/9/10 上午 06:24:00,6061,28.7,8.1,20.0,27.6,6.3,<0.02,0.03,0.006,32.7,0.279,6.4,98.6,0.061,10,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2007/9/10 上午 06:17:00,6092,27.0,8.2,4.4,27.6,6.8,<0.02,0.05,0.001,34.9,0.132,6.7,104.1,0.026,15,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2007/9/10 上午 06:07:00,6091,26.9,8.2,4.8,27.6,6.8,<0.02,0.04,<0.001,34.9,0.139,6.7,103.9,0.022,50,20
西子灣海水浴場,西子灣海水浴場右,乙,2007/9/9 下午 05:00:00,6113,30.3,7.7,3.6,31.8,6.7,0.04,0.10,0.012,32.1,0.131,6.6,106.1,0.032,190,99
杉原海水浴場,杉原海水浴場右,甲,2007/9/9 下午 04:50:00,6103,28.1,8.2,4.4,27.3,6.4,<0.02,0.07,0.002,34.1,0.226,6.2,107.4,0.027,10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2007/9/9 下午 04:47:00,6112,30.9,7.7,4.5,31.8,6.6,0.06,0.08,0.012,32.3,0.112,6.7,106.2,0.027,400,31
杉原海水浴場,杉原海水浴場中,甲,2007/9/9 下午 04:40:00,6102,28.1,8.2,4.1,27.3,6.4,<0.02,0.02,0.001,34.2,0.219,6.2,107.8,0.014,10,<10
杉原海水浴場,杉原海水浴場左,甲,2007/9/9 下午 04:30:00,6101,28.0,8.2,4.6,27.3,6.4,<0.02,0.06,0.002,34.2,0.201,6.2,107.6,0.017,<10,10
西子灣海水浴場,西子灣海水浴場左,乙,2007/9/9 下午 04:30:00,6111,30.8,7.7,4.3,31.8,6.8,0.07,0.07,0.012,32.5,0.093,6.9,109.8,0.037,40,10
新金山海水浴場,新金山海水浴場右,乙,2007/8/27 下午 12:17:00,6023,29.5,8.0,3.2,33.9,6.6,0.02,0.06,0.008,31.9,2.18,6.6,102.1,0.020,<10,<10
崎頂海水浴場,崎頂海水浴場右,乙,2007/8/27 下午 12:10:00,6033,30.6,8.4,17,31.8,6.9,0.07,0.03,<0.001,31.7,<0.050,6.8,109.7,0.028,10,<10
新金山海水浴場,新金山海水浴場中,乙,2007/8/27 下午 12:01:00,6022,29.0,8.2,3.3,33.6,6.5,0.03,0.06,0.008,32.6,2.13,6.6,99.7,0.016,<10,20
崎頂海水浴場,崎頂海水浴場中,乙,2007/8/27 下午 12:00:00,6032,31.1,8.4,14,31.8,6.5,0.04,0.01,<0.001,31.6,<0.050,6.5,104.9,0.014,<10,10
崎頂海水浴場,崎頂海水浴場左,乙,2007/8/27 上午 11:50:00,6031,31.3,8.4,14,31.8,6.6,0.03,0.02,<0.001,31.6,<0.050,6.5,105.8,0.012,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2007/8/27 上午 11:40:00,6021,29.0,8.1,3.7,33.4,6.5,0.06,0.04,0.008,32.6,1.49,6.6,99.5,0.016,<10,20
通霄海水浴場,通霄海水浴場右,乙,2007/8/27 上午 10:20:00,6043,29.1,8.3,5.0,31.1,6.9,0.03,0.02,0.003,32.4,0.176,7.1,107.9,0.009,15,42
通霄海水浴場,通霄海水浴場中,乙,2007/8/27 上午 10:10:00,6042,29.4,8.4,24,31.1,6.6,0.03,0.02,0.003,32.0,0.163,6.7,102.4,0.010,15,31
通霄海水浴場,通霄海水浴場左,乙,2007/8/27 上午 10:00:00,6041,29.4,8.3,17,31.1,6.8,0.04,0.01,0.002,32.0,0.134,7.0,107.3,0.017,15,10
福隆海水浴場,福隆海水浴場右,乙,2007/8/27 上午 09:45:00,6013,27.5,8.2,3.8,31.3,6.4,0.04,0.04,0.009,32.0,0.590,6.5,96.1,0.019,300,10
旗津海水浴場,旗津海水浴場右,乙,2007/8/27 上午 09:25:00,6083,30.2,8.2,12.0,32.8,6.7,<0.02,0.06,0.004,30.8,0.822,6.6,105.1,0.024,90,124
福隆海水浴場,福隆海水浴場中,乙,2007/8/27 上午 09:22:00,6012,27.7,8.2,2.0,30.9,6.4,0.04,0.03,0.008,33.5,0.353,6.5,97.8,0.017,120,<10
旗津海水浴場,旗津海水浴場中,乙,2007/8/27 上午 09:12:00,6082,30.2,8.2,13.0,32.8,6.7,<0.02,0.05,0.004,30.8,0.790,6.6,104.7,0.027,150,87
福隆海水浴場,福隆海水浴場左,乙,2007/8/27 上午 09:00:00,6011,27.4,8.2,2.6,31.1,6.6,0.05,0.04,0.009,32.5,0.613,6.7,99.3,0.023,230,20
大安海水浴場,大安海水浴場右,乙,2007/8/27 上午 09:00:00,6053,28.7,8.3,16,29.9,7.0,0.02,0.14,0.010,29.6,0.841,7.0,106.3,0.021,700,64
旗津海水浴場,旗津海水浴場左,乙,2007/8/27 上午 09:00:00,6081,30.1,8.2,15.0,32.8,6.7,<0.02,0.04,0.004,30.8,0.813,6.6,104.4,0.022,80,75
大安海水浴場,大安海水浴場中,乙,2007/8/27 上午 08:50:00,6052,28.8,8.3,17,29.9,6.8,0.03,0.11,0.009,29.7,0.767,6.9,104.5,0.017,800,64
大安海水浴場,大安海水浴場左,乙,2007/8/27 上午 08:40:00,6051,29.4,8.3,26,29.9,6.7,0.03,0.05,0.005,30.5,0.530,6.8,102.8,0.014,1100,124
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2007/8/27 上午 06:52:00,6063,28.0,8.2,21.0,27.9,6.3,<0.02,<0.01,0.002,32.4,0.298,6.0,96.7,0.039,40,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2007/8/27 上午 06:40:00,6062,28.1,8.2,20.0,27.9,6.5,<0.02,<0.01,0.002,32.3,0.278,6.2,99.8,0.041,20,75
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2007/8/27 上午 06:30:00,6061,27.9,8.1,22.0,27.9,6.4,<0.02,0.01,0.002,32.3,0.288,6.1,97.1,0.039,10,31
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2007/8/27 上午 06:26:00,6091,27.7,8.2,6.2,28.9,6.4,<0.02,0.02,0.002,33.7,0.224,6.3,98.3,0.026,580,64
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2007/8/27 上午 06:13:00,6092,27.7,8.2,4.3,28.9,6.4,<0.02,0.02,0.002,33.7,0.219,6.3,97.9,0.021,300,31
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2007/8/27 上午 06:01:00,6093,27.7,8.2,6.4,28.9,6.5,<0.02,0.02,0.001,33.6,0.225,6.4,98.3,0.026,460,87
西子灣海水浴場,西子灣海水浴場右,乙,2007/8/26 下午 04:56:00,6113,29.0,8.2,4.2,30.3,7.3,0.23,0.20,0.018,28.2,1.04,6.8,111.0,0.035,30,<10
杉原海水浴場,杉原海水浴場左,甲,2007/8/26 下午 04:51:00,6101,27.4,8.1,60.0,26.9,6.7,<0.02,0.17,0.004,29.6,1.09,6.6,99.6,0.014,1600,831
西子灣海水浴場,西子灣海水浴場中,乙,2007/8/26 下午 04:47:00,6112,29.0,8.2,4.9,30.3,7.0,0.23,0.18,0.019,28.4,1.02,6.8,107.1,0.030,140,10
杉原海水浴場,杉原海水浴場中,甲,2007/8/26 下午 04:39:00,6102,27.5,8.1,60.0,26.9,6.6,<0.02,0.17,0.004,29.6,1.09,6.7,98.4,0.017,1600,782
西子灣海水浴場,西子灣海水浴場左,乙,2007/8/26 下午 04:36:00,6111,29.1,8.2,3.8,30.3,7.0,0.22,0.13,0.017,28.4,1.01,6.8,106.8,0.035,55,<10
杉原海水浴場,杉原海水浴場右,甲,2007/8/26 下午 04:27:00,6103,27.4,8.2,55.0,26.9,6.7,<0.02,0.17,0.004,29.6,1.11,6.6,99.1,0.041,1700,831
新金山海水浴場,新金山海水浴場右,乙,2007/8/6 下午 12:10:00,6023,31.4,8.1,3.1,35.6,6.9,0.04,0.27,0.002,30.3,4.10,6.8,109.5,0.006,<10,53
崎頂海水浴場,崎頂海水浴場右,乙,2007/8/6 下午 12:05:00,6033,34.0,8.3,8.2,31.5,5.9,0.07,0.03,0.001,33.8,0.150,6.5,100.0,0.073,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2007/8/6 上午 11:54:00,6022,31.0,8.0,3.2,35.1,6.7,0.04,0.05,0.003,30.1,4.23,6.7,106.4,0.006,<10,42
崎頂海水浴場,崎頂海水浴場中,乙,2007/8/6 上午 11:50:00,6032,31.7,8.4,3.2,31.5,6.7,0.03,0.02,0.001,33.3,0.082,7.3,109.5,0.044,<10,10
崎頂海水浴場,崎頂海水浴場左,乙,2007/8/6 上午 11:40:00,6031,31.8,8.4,3.0,31.5,6.8,0.05,0.03,0.001,33.4,0.089,7.3,111.8,0.051,<10,20
新金山海水浴場,新金山海水浴場左,乙,2007/8/6 上午 11:36:00,6021,31.0,8.0,3.7,34.6,6.6,0.05,0.06,0.003,30.0,4.30,6.4,103.8,0.006,<10,10
通霄海水浴場,通霄海水浴場右,乙,2007/8/6 上午 10:20:00,6043,32.4,8.0,1.3,33.6,5.9,0.05,0.24,0.002,33.6,2.65,6.2,98.1,0.044,<10,<10
通霄海水浴場,通霄海水浴場中,乙,2007/8/6 上午 10:10:00,6042,32.4,8.1,4.2,33.6,6.0,0.06,0.02,0.003,33.8,0.291,6.1,97.6,0.111,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2007/8/6 上午 10:00:00,6041,32.4,7.9,1.00,33.6,5.9,0.03,0.30,0.001,33.6,1.35,6.2,97.5,0.089,<10,<10
福隆海水浴場,福隆海水浴場右,乙,2007/8/6 上午 09:42:00,6013,29.7,8.2,3.0,32.9,6.8,0.04,<0.01,0.002,33.3,0.151,6.8,107.6,0.005,10,<10
旗津海水浴場,旗津海水浴場右,乙,2007/8/6 上午 09:25:00,6083,30.9,8.2,16.0,31.6,6.2,<0.02,0.02,<0.001,34.7,0.272,6.1,100.0,0.032,15,<10
福隆海水浴場,福隆海水浴場中,乙,2007/8/6 上午 09:21:00,6012,30.3,8.2,8.0,32.2,6.7,0.04,<0.01,0.002,32.7,0.225,6.8,106.8,0.005,130,10
旗津海水浴場,旗津海水浴場中,乙,2007/8/6 上午 09:15:00,6082,31.0,8.2,17.0,31.6,6.2,<0.02,0.01,<0.001,34.7,0.293,6.0,100.3,0.019,30,10
旗津海水浴場,旗津海水浴場左,乙,2007/8/6 上午 09:05:00,6081,31.0,8.2,17.0,31.6,6.2,<0.02,0.01,<0.001,34.7,0.294,6.1,100.1,0.016,15,<10
福隆海水浴場,福隆海水浴場左,乙,2007/8/6 上午 09:00:00,6011,29.3,8.1,4.4,31.4,6.6,0.08,<0.01,0.002,33.8,0.218,6.7,103.2,0.006,100,<10
大安海水浴場,大安海水浴場右,乙,2007/8/6 上午 09:00:00,6053,30.8,8.2,20,31.2,6.1,0.04,0.01,0.002,33.8,0.128,6.4,98.7,0.004,75,53
大安海水浴場,大安海水浴場中,乙,2007/8/6 上午 08:50:00,6052,30.8,8.2,26,31.2,6.1,0.06,0.02,0.001,33.8,0.190,6.3,98.0,<0.004,120,31
大安海水浴場,大安海水浴場左,乙,2007/8/6 上午 08:40:00,6051,30.8,8.2,23,31.2,6.1,0.04,0.02,0.001,33.8,0.171,6.2,98.8,<0.004,40,31
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2007/8/6 上午 06:52:00,6063,29.6,8.2,15.0,30.5,6.2,<0.02,<0.01,0.002,33.5,0.246,6.0,98.8,0.049,15,10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2007/8/6 上午 06:42:00,6062,29.8,8.2,13.0,30.5,6.2,<0.02,<0.01,0.002,33.5,0.242,6.0,98.6,0.045,10,10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2007/8/6 上午 06:30:00,6061,29.6,8.2,16.0,30.5,6.2,<0.02,<0.01,0.001,33.5,0.235,6.0,98.3,0.050,30,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2007/8/6 上午 05:54:00,6093,29.9,8.2,4.6,30.3,6.3,<0.02,0.05,0.003,34.9,0.226,6.2,100.7,0.030,20,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2007/8/6 上午 05:44:00,6092,29.8,8.2,4.7,30.3,6.3,<0.02,0.03,0.003,35.0,0.169,6.2,100.4,0.052,20,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2007/8/6 上午 05:34:00,6091,29.8,8.2,4.7,30.3,6.3,<0.02,0.03,0.002,34.9,0.165,6.2,100.8,0.044,<10,10
西子灣海水浴場,西子灣海水浴場右,乙,2007/8/5 下午 05:03:00,6113,30.9,8.2,13.0,30.5,6.7,<0.02,0.02,0.003,33.6,0.243,6.4,108.0,0.009,15,<10
杉原海水浴場,杉原海水浴場右,甲,2007/8/5 下午 04:52:00,6103,30.7,8.1,8.7,32.7,6.2,<0.02,0.02,0.001,35.2,0.468,6.1,100.7,0.021,35,20
西子灣海水浴場,西子灣海水浴場中,乙,2007/8/5 下午 04:52:00,6112,31.0,8.2,13.0,30.5,6.6,<0.02,0.02,0.002,33.6,0.222,6.3,107.1,0.010,<10,10
杉原海水浴場,杉原海水浴場中,甲,2007/8/5 下午 04:42:00,6102,30.7,8.1,9.3,32.7,6.2,<0.02,0.02,<0.001,35.2,0.475,6.1,100.9,0.024,50,10
西子灣海水浴場,西子灣海水浴場左,乙,2007/8/5 下午 04:40:00,6111,31.1,8.2,11.0,30.5,6.7,<0.02,0.01,0.001,33.7,0.229,6.4,108.4,0.025,<10,<10
杉原海水浴場,杉原海水浴場左,甲,2007/8/5 下午 04:32:00,6101,30.6,8.1,9.5,32.7,6.2,<0.02,0.03,0.001,35.2,0.533,6.1,100.6,0.028,70,53
新金山海水浴場,新金山海水浴場右,乙,2007/7/23 下午 12:16:00,6023,30.8,7.9,5.6,33.0,6.6,0.09,0.15,0.004,24.3,2.89,6.5,102.5,0.013,<10,120
新金山海水浴場,新金山海水浴場中,乙,2007/7/23 下午 12:04:00,6022,30.8,7.9,5.3,32.3,6.6,0.11,0.15,0.004,22.9,2.70,6.6,99.7,0.009,20,160
崎頂海水浴場,崎頂海水浴場右,乙,2007/7/23 下午 12:00:00,6033,31.8,8.4,26,34.6,6.6,0.09,0.02,0.001,33.1,0.053,6.9,106.2,0.052,10,10
崎頂海水浴場,崎頂海水浴場中,乙,2007/7/23 上午 11:50:00,6032,31.6,8.4,25,34.6,6.7,0.04,0.01,0.001,33.1,<0.050,7.0,109.3,0.044,35,10
新金山海水浴場,新金山海水浴場左,乙,2007/7/23 上午 11:47:00,6021,30.8,7.8,5.4,32.0,6.7,0.08,0.15,0.004,23.0,2.41,6.8,101.7,0.018,<10,160
崎頂海水浴場,崎頂海水浴場左,乙,2007/7/23 上午 11:40:00,6031,31.4,8.4,25,34.6,6.7,0.04,0.01,0.001,33.1,0.068,7.0,108.6,0.045,10,64
通霄海水浴場,通霄海水浴場右,乙,2007/7/23 上午 10:20:00,6043,30.8,8.1,3.7,32.0,6.3,0.10,0.02,0.001,33.2,0.126,6.8,101.7,0.006,<10,<10
通霄海水浴場,通霄海水浴場中,乙,2007/7/23 上午 10:10:00,6042,31.0,7.8,0.45,32.0,6.1,0.11,0.20,0.002,32.7,2.78,6.5,98.0,0.050,<10,<10
通霄海水浴場,通霄海水浴場左,乙,2007/7/23 上午 10:00:00,6041,30.9,7.8,0.40,32.0,6.2,0.05,0.20,0.002,32.8,2.75,6.4,99.2,0.150,<10,<10
福隆海水浴場,福隆海水浴場右,乙,2007/7/23 上午 09:39:00,6013,31.0,8.2,5.4,33.4,6.2,0.06,0.04,0.003,31.1,0.951,6.3,99.0,0.011,40,20
旗津海水浴場,旗津海水浴場右,乙,2007/7/23 上午 09:28:00,6083,30.8,8.4,2.0,32.8,6.5,<0.02,0.01,0.001,33.7,0.154,6.6,103.6,0.018,<10,10
福隆海水浴場,福隆海水浴場中,乙,2007/7/23 上午 09:23:00,6012,30.6,8.2,7.3,33.0,6.2,0.07,0.04,0.003,31.4,0.798,6.3,98.7,0.013,40,42
旗津海水浴場,旗津海水浴場中,乙,2007/7/23 上午 09:13:00,6082,30.7,8.4,3.2,32.8,6.4,<0.02,0.01,<0.001,33.8,0.150,6.4,102.9,0.007,<10,<10
福隆海水浴場,福隆海水浴場左,乙,2007/7/23 上午 09:01:00,6011,29.8,8.1,4.7,32.5,6.4,0.07,0.03,0.003,32.3,0.500,6.5,99.9,0.015,100,20
大安海水浴場,大安海水浴場右,乙,2007/7/23 上午 09:00:00,6053,30.2,8.1,50,31.2,6.7,0.05,0.02,0.003,32.7,0.085,6.9,103.4,0.009,1200,220
