採樣分區,測站名稱,水體分類等級,採樣日期,測站編號,水溫,酸鹼值,濁度,氣溫,溶氧(電極法),氨氮,硝酸鹽氮,亞硝酸鹽氮,鹽度,矽酸鹽,溶氧(滴定法),溶氧飽和度,正磷酸鹽,大腸桿菌群,腸球菌群,備註
,,,,,℃,,NTU,℃,mg/L,mg/L,mg/L,mg/L,psu,mg/L,mg/L,%,mg/L,CFU/100mL,MPN/100mL
旗津海水浴場,旗津海水浴場右,乙,2009/9/20 上午 10:01:00,6083,30.8,8.2,8.8,30.2,6.1,<0.01,0.03,0.002,33.2,0.350,6.0,97.5,0.020,240,10
旗津海水浴場,旗津海水浴場中,乙,2009/9/20 上午 09:50:00,6082,30.7,8.2,8.4,30.2,6.1,<0.01,0.03,0.002,33.1,0.262,6.0,97.2,0.021,330,<10
旗津海水浴場,旗津海水浴場左,乙,2009/9/20 上午 09:40:00,6081,30.7,8.2,8.8,30.2,6.1,<0.01,0.03,0.002,33.2,0.316,6.0,97.4,0.014,370,10
福隆海水浴場,福隆海水浴場右,乙,2009/9/7 上午 11:30:00,6013,28.4,8.2,3.2,31.6,6.7,0.01,0.06,0.004,29.5,1.11,6.7,101.5,0.047,130,31
福隆海水浴場,福隆海水浴場中,乙,2009/9/7 上午 11:12:00,6012,28.4,8.2,3.4,31.2,6.6,0.02,0.05,<0.001,29.7,1.20,6.6,98.8,0.036,60,20
福隆海水浴場,福隆海水浴場左,乙,2009/9/7 上午 11:00:00,6011,28.6,8.1,3.9,31.2,6.7,0.04,0.11,0.003,29.7,1.42,6.8,100.5,0.040,35,10
西子灣海水浴場,西子灣海水浴場右,乙,2009/9/7 上午 10:37:00,6113,31.1,8.1,6.4,33.5,6.2,<0.01,0.01,0.002,32.8,0.198,6.1,99.1,0.026,<10,10
西子灣海水浴場,西子灣海水浴場中,乙,2009/9/7 上午 10:25:00,6112,31.4,8.1,9.5,33.5,6.1,<0.01,0.02,0.003,32.8,0.213,6.1,99.1,0.034,15,<10
西子灣海水浴場,西子灣海水浴場左,乙,2009/9/7 上午 10:10:00,6111,32.3,8.1,14,33.5,6.1,<0.01,0.02,0.001,32.8,0.213,6.1,100.5,0.031,15,31
新金山海水浴場,新金山海水浴場右,乙,2009/9/7 上午 09:30:00,6023,27.0,8.2,8.3,31.2,6.7,0.01,0.08,0.012,33.1,0.977,6.7,101.8,0.054,10,<10
后湖海濱公園,后湖海濱公園右,乙,2009/9/7 上午 09:28:00,6143,29.3,8.1,11,30.1,7.0,0.14,0.05,0.003,33.5,0.544,6.7,108.2,0.051,<10,10
山水沙灘,山水沙灘右,甲,2009/9/7 上午 09:25:00,6163,28.0,8.1,4.7,29.2,6.3,<0.01,0.16,0.003,34.2,0.567,6.1,99.3,0.024,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2009/9/7 上午 09:20:00,6043,29.7,8.2,50,32.8,6.4,0.03,0.02,0.005,33.6,0.425,6.2,101.3,0.027,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2009/9/7 上午 09:15:00,6022,27.1,8.2,5.8,30.8,6.7,0.01,0.05,0.004,33.1,0.996,6.7,101.6,0.046,10,<10
七星潭風景特定區,七星潭風景區右,甲,2009/9/7 上午 09:15:00,6133,29.2,8.1,3.9,32.6,6.4,0.03,0.05,<0.001,33.3,0.493,6.4,100.6,0.037,110,<10
山水沙灘,山水沙灘中,甲,2009/9/7 上午 09:15:00,6162,28.0,8.1,2.3,29.2,6.3,<0.01,0.15,0.002,34.2,0.540,6.2,99.3,0.023,<10,<10
后湖海濱公園,后湖海濱公園中,乙,2009/9/7 上午 09:13:00,6142,29.1,8.1,9.5,29.9,7.1,0.11,0.03,<0.001,33.4,0.602,6.8,109.5,0.042,70,<10
通霄海水浴場,通霄海水浴場中,乙,2009/9/7 上午 09:05:00,6042,29.7,8.2,50,32.8,6.3,0.02,0.02,0.005,33.6,0.439,6.2,100.4,0.026,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2009/9/7 上午 09:00:00,6021,26.8,8.1,6.8,30.8,6.8,0.09,0.08,0.004,33.3,0.926,6.8,102.5,0.052,<10,20
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2009/9/7 上午 09:00:00,6091,30.7,8.2,3.7,32.6,6.4,<0.01,0.02,0.002,34.3,0.151,6.4,103.6,0.016,<10,<10
山水沙灘,山水沙灘左,甲,2009/9/7 上午 09:00:00,6161,27.9,8.1,2.0,29.2,6.3,<0.01,0.15,0.003,34.3,0.613,6.1,99.6,0.022,<10,<10
七星潭風景特定區,七星潭風景區左,甲,2009/9/7 上午 08:58:00,6131,29.2,8.1,5.3,32.4,6.4,0.04,0.07,<0.001,33.2,0.483,6.4,100.7,0.028,170,<10
后湖海濱公園,后湖海濱公園左,乙,2009/9/7 上午 08:55:00,6141,29.1,8.1,9.2,30.0,7.0,0.18,0.04,0.003,33.4,0.538,6.8,107.8,0.051,<10,30
通霄海水浴場,通霄海水浴場左,乙,2009/9/7 上午 08:50:00,6041,29.8,8.2,55,32.8,6.4,0.02,0.02,0.005,33.6,0.457,6.4,100.9,0.024,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2009/9/7 上午 08:50:00,6092,30.6,8.2,2.6,32.6,6.5,<0.01,0.02,0.002,34.3,0.185,6.4,103.8,0.014,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2009/9/7 上午 08:40:00,6093,30.6,8.2,37,32.6,6.5,0.02,0.02,0.002,34.3,0.178,6.4,104.0,0.027,<10,41
七星潭風景特定區,七星潭風景區中,甲,2009/9/7 上午 08:35:00,6132,29.1,8.2,4.3,32.4,6.4,<0.01,0.11,0.001,33.3,0.442,6.6,100.3,0.032,110,<10
白沙灣海水浴場,白沙灣海水浴場右,乙,2009/9/7 上午 08:00:00,6123,27.3,8.2,8.1,29.4,6.6,<0.01,0.08,0.008,33.2,0.813,6.7,99.9,0.048,20,20
白沙灣海水浴場,白沙灣海水浴場中,乙,2009/9/7 上午 07:45:00,6122,27.3,8.2,6.9,29.2,6.6,<0.01,0.07,0.008,33.4,0.618,6.7,99.4,0.044,10,<10
白沙灣海水浴場,白沙灣海水浴場左,乙,2009/9/7 上午 07:25:00,6121,27.3,8.2,6.8,29.2,6.7,<0.01,0.07,0.013,33.2,0.605,6.7,101.1,0.045,<10,10
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2009/9/7 上午 07:00:00,6063,29.5,8.2,14,29.0,6.2,<0.01,0.01,0.002,33.2,0.206,6.2,98.7,0.032,10,<10
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2009/9/7 上午 06:47:00,6062,29.6,8.2,15,29.0,6.3,<0.01,0.01,0.002,33.2,0.224,6.2,99.4,0.025,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2009/9/7 上午 06:30:00,6061,29.2,8.2,14,29.0,6.2,<0.01,0.01,0.002,33.3,0.224,6.2,98.3,0.048,50,10
杉原海水浴場,杉原海水浴場左,甲,2009/9/6 下午 04:12:00,6101,29.8,8.2,10,29.6,6.4,<0.01,0.02,0.004,34.5,0.297,6.3,102.0,0.019,150,<10
杉原海水浴場,杉原海水浴場中,甲,2009/9/6 下午 04:00:00,6102,29.8,8.2,13,29.6,6.3,<0.01,0.02,0.003,34.6,0.241,6.2,101.4,0.018,25,41
杉原海水浴場,杉原海水浴場右,甲,2009/9/6 下午 03:50:00,6103,29.8,8.2,11,29.6,6.3,<0.01,0.02,0.003,34.5,0.308,6.2,101.1,0.017,100,20
珠螺灣,珠螺灣右,乙,2009/9/6 上午 10:28:00,6153,29.2,8.1,15,31.0,6.2,0.07,0.07,0.011,33.0,0.724,6.1,98.4,0.028,65,30
珠螺灣,珠螺灣中,乙,2009/9/6 上午 10:14:00,6152,29.2,8.1,15,30.8,6.2,0.07,0.05,0.013,33.0,0.676,6.1,96.8,0.039,<10,62
珠螺灣,珠螺灣左,乙,2009/9/6 上午 09:57:00,6151,29.1,8.1,12,30.8,6.2,0.12,0.06,0.011,32.9,0.676,6.1,97.4,0.042,<10,63
旗津海水浴場,旗津海水浴場左,乙,2009/9/6 上午 09:00:00,6081,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場中,乙,2009/9/6 上午 09:00:00,6082,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場右,乙,2009/9/6 上午 09:00:00,6083,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福隆海水浴場,福隆海水浴場右,乙,2009/8/24 上午 11:24:00,6013,27.8,8.1,6.9,30.3,6.6,0.01,0.04,0.006,32.9,0.738,6.7,101.2,0.016,30,20
福隆海水浴場,福隆海水浴場中,乙,2009/8/24 上午 11:14:00,6012,27.6,8.1,3.8,30.0,6.6,0.01,0.05,0.030,32.9,0.608,6.6,100.1,0.017,25,<10
福隆海水浴場,福隆海水浴場左,乙,2009/8/24 上午 11:03:00,6011,27.5,8.1,5.3,29.9,6.7,0.01,0.03,0.008,33.0,0.747,6.9,101.5,0.020,55,10
西子灣海水浴場,西子灣海水浴場右,乙,2009/8/24 上午 10:56:00,6113,29.9,8.2,13,30.2,6.3,<0.01,0.04,0.003,32.8,0.414,6.0,98.6,0.022,450,270
西子灣海水浴場,西子灣海水浴場中,乙,2009/8/24 上午 10:48:00,6112,29.8,8.2,13,30.2,6.2,<0.01,0.04,0.004,32.8,0.362,6.0,98.2,0.025,180,86
西子灣海水浴場,西子灣海水浴場左,乙,2009/8/24 上午 10:40:00,6111,29.9,8.2,20,30.2,6.2,<0.01,0.06,0.004,32.8,0.404,6.1,98.4,0.018,150,200
七星潭風景特定區,七星潭風景區右,甲,2009/8/24 上午 10:40:00,6133,29.3,8.1,14,32.5,6.2,0.04,0.06,0.003,31.8,0.818,6.3,96.1,0.018,<10,<10
七星潭風景特定區,七星潭風景區中,甲,2009/8/24 上午 10:20:00,6132,29.2,8.1,5.3,32.1,6.3,0.02,0.03,0.010,32.4,0.704,6.5,96.7,0.003,15,<10
七星潭風景特定區,七星潭風景區左,甲,2009/8/24 上午 10:00:00,6131,28.6,8.1,2.9,31.2,6.2,0.02,0.04,0.004,32.2,0.676,6.4,96.6,<0.003,<10,<10
山水沙灘,山水沙灘右,甲,2009/8/24 上午 09:25:00,6163,28.3,8.0,1.9,30.5,6.5,<0.01,0.24,0.002,31.7,0.660,6.4,100.4,0.009,<10,<10
新金山海水浴場,新金山海水浴場右,乙,2009/8/24 上午 09:21:00,6023,27.6,8.1,6.5,29.6,6.9,0.04,0.01,0.005,32.8,1.04,6.9,105.7,0.018,10,<10
通霄海水浴場,通霄海水浴場右,乙,2009/8/24 上午 09:20:00,6043,30.9,8.2,9.6,31.6,6.7,0.02,0.02,0.007,33.0,0.309,6.7,98.8,0.010,270,<10
山水沙灘,山水沙灘中,甲,2009/8/24 上午 09:15:00,6162,28.3,8.0,2.4,30.5,6.5,<0.01,0.48,0.002,31.8,1.35,6.3,100.1,0.011,<10,<10
新金山海水浴場,新金山海水浴場中,乙,2009/8/24 上午 09:11:00,6022,27.4,8.1,5.5,29.4,7.0,<0.01,0.05,0.020,32.8,1.09,7.0,106.3,0.004,<10,10
通霄海水浴場,通霄海水浴場中,乙,2009/8/24 上午 09:05:00,6042,30.8,8.2,10,31.6,6.6,0.01,0.01,0.007,33.0,0.289,6.6,99.3,0.010,270,10
山水沙灘,山水沙灘左,甲,2009/8/24 上午 09:00:00,6161,28.3,8.0,1.9,30.5,6.5,<0.01,0.29,0.002,31.8,1.33,6.3,100.3,0.007,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2009/8/24 上午 08:56:00,6093,29.8,8.2,1.4,30.5,6.2,<0.01,0.02,0.002,33.6,0.324,6.3,99.6,0.007,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2009/8/24 上午 08:55:00,6021,27.2,8.1,5.8,29.4,6.9,0.02,0.01,0.005,33.0,0.945,6.9,104.5,0.012,15,10
通霄海水浴場,通霄海水浴場左,乙,2009/8/24 上午 08:50:00,6041,30.9,8.2,11,31.6,6.7,0.02,0.02,0.007,32.9,0.309,6.7,98.0,0.013,190,10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2009/8/24 上午 08:42:00,6092,29.7,8.2,3.4,30.5,6.2,<0.01,0.02,0.002,33.7,0.395,6.2,99.5,0.005,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2009/8/24 上午 08:40:00,6091,29.8,8.2,2.4,30.5,6.2,0.02,0.04,0.003,33.6,0.626,6.3,99.7,0.012,2100,41
白沙灣海水浴場,白沙灣海水浴場右,乙,2009/8/24 上午 07:54:00,6123,27.3,8.1,8.2,29.3,6.4,0.03,0.08,0.011,31.5,0.995,6.4,97.4,0.027,780,85
馬沙溝海水浴場,馬沙溝海水浴場右,甲,2009/8/24 上午 07:50:00,6063,30.0,8.3,19,29.8,6.1,<0.01,0.02,0.003,33.4,0.225,5.8,96.6,0.025,35,62
白沙灣海水浴場,白沙灣海水浴場中,乙,2009/8/24 上午 07:41:00,6122,27.3,8.1,6.8,29.1,6.5,0.01,0.15,0.014,31.1,1.36,6.7,98.2,0.034,680,41
馬沙溝海水浴場,馬沙溝海水浴場中,甲,2009/8/24 上午 07:40:00,6062,29.8,8.2,18,29.8,6.2,<0.01,0.01,0.002,33.4,0.201,6.0,98.6,0.014,<10,<10
馬沙溝海水浴場,馬沙溝海水浴場左,甲,2009/8/24 上午 07:30:00,6061,29.6,8.2,18,29.8,6.3,<0.01,0.01,0.003,33.5,0.080,6.0,99.0,0.024,<10,<10
白沙灣海水浴場,白沙灣海水浴場左,乙,2009/8/24 上午 07:28:00,6121,27.0,8.1,5.8,29.0,6.6,0.02,0.07,0.015,32.5,0.958,6.6,98.3,0.043,70,10
后湖海濱公園,后湖海濱公園左,乙,2009/8/24 上午 12:00:00,6141,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
后湖海濱公園,后湖海濱公園中,乙,2009/8/24 上午 12:00:00,6142,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
后湖海濱公園,后湖海濱公園右,乙,2009/8/24 上午 12:00:00,6143,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
珠螺灣,珠螺灣左,乙,2009/8/24 上午 12:00:00,6151,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
珠螺灣,珠螺灣中,乙,2009/8/24 上午 12:00:00,6152,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
珠螺灣,珠螺灣右,乙,2009/8/24 上午 12:00:00,6153,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
杉原海水浴場,杉原海水浴場右,甲,2009/8/23 下午 03:25:00,6103,29.8,8.1,14,30.5,6.2,<0.01,0.02,0.001,34.3,0.470,6.3,99.4,0.012,400,820
杉原海水浴場,杉原海水浴場中,甲,2009/8/23 下午 03:12:00,6102,29.9,8.1,13,30.5,6.2,<0.01,0.03,0.002,34.4,0.552,6.2,99.3,0.011,550,860
杉原海水浴場,杉原海水浴場左,甲,2009/8/23 下午 03:00:00,6101,29.8,8.1,14,30.5,6.2,<0.01,0.02,0.001,34.3,0.489,6.2,99.1,0.008,450,930
旗津海水浴場,旗津海水浴場左,乙,2009/8/23 上午 09:30:00,6081,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場中,乙,2009/8/23 上午 09:30:00,6082,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場右,乙,2009/8/23 上午 09:30:00,6083,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場左,乙,2009/8/17 下午 01:20:00,6081,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場中,乙,2009/8/17 下午 01:20:00,6082,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
旗津海水浴場,旗津海水浴場右,乙,2009/8/17 下午 01:20:00,6083,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
福隆海水浴場,福隆海水浴場右,乙,2009/8/17 上午 11:47:00,6013,29.5,8.2,2.4,31.7,7.7,<0.01,0.01,0.003,28.0,1.30,7.4,116.8,0.012,10,<10
福隆海水浴場,福隆海水浴場中,乙,2009/8/17 上午 11:36:00,6012,29.6,8.2,2.7,31.5,7.5,<0.01,0.03,0.003,28.1,1.93,7.3,115.1,0.006,<10,<10
福隆海水浴場,福隆海水浴場左,乙,2009/8/17 上午 11:23:00,6011,31.3,8.1,4.6,31.4,6.7,0.01,0.01,0.001,28.4,0.966,6.7,105.5,0.004,<10,<10
七星潭風景特定區,七星潭風景區右,甲,2009/8/17 上午 10:35:00,6133,26.3,8.2,2.7,30.6,7.4,0.01,0.06,0.003,33.1,0.633,7.1,110.2,0.006,<10,<10
西子灣海水浴場,西子灣海水浴場右,乙,2009/8/17 上午 10:25:00,6113,30.0,8.1,2.7,33.0,6.6,<0.01,0.05,0.002,32.1,0.749,6.6,103.0,0.022,100,<10
七星潭風景特定區,七星潭風景區中,甲,2009/8/17 上午 10:11:00,6132,26.9,8.2,4.1,30.6,7.0,<0.01,0.04,0.003,33.3,0.712,6.8,103.2,0.012,<10,<10
西子灣海水浴場,西子灣海水浴場中,乙,2009/8/17 上午 10:07:00,6112,29.6,8.1,4.8,33.0,6.4,<0.01,0.06,0.001,32.1,0.766,6.4,100.6,0.023,250,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域右,甲,2009/8/17 上午 10:03:00,6093,28.6,8.1,0.85,32.4,6.4,<0.01,0.04,<0.001,33.3,0.425,6.4,100.4,0.048,<10,<10
七星潭風景特定區,七星潭風景區左,甲,2009/8/17 上午 09:55:00,6131,26.9,8.1,4.2,30.5,6.9,<0.01,0.04,0.003,33.1,0.510,6.7,102.5,0.011,<10,<10
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域中,甲,2009/8/17 上午 09:51:00,6092,28.7,8.2,0.85,32.4,6.4,<0.01,0.04,<0.001,33.2,0.422,6.5,100.2,0.048,<10,10
西子灣海水浴場,西子灣海水浴場左,乙,2009/8/17 上午 09:50:00,6111,30.0,8.1,15,33.0,6.4,<0.01,0.07,0.004,31.7,0.936,6.4,100.9,0.026,450,87
墾丁跳石休憩海岸,墾丁跳石(南灣休憩區海岸)休憩海域左,甲,2009/8/17 上午 09:40:00,6091,28.6,8.1,2.4,32.4,6.4,<0.01,0.04,<0.001,33.2,0.412,6.4,100.0,0.047,15,<10
新金山海水浴場,新金山海水浴場右,乙,2009/8/17 上午 09:30:00,6023,28.3,8.1,1.8,29.9,6.5,<0.01,0.05,0.009,31.5,0.874,6.6,99.7,0.016,<10,<10
后湖海濱公園,后湖海濱公園右,乙,2009/8/17 上午 09:29:00,6143,30.1,8.1,6.6,28.9,6.7,<0.01,0.01,0.003,32.1,0.196,6.8,107.8,0.003,<10,<10
山水沙灘,山水沙灘右,甲,2009/8/17 上午 09:25:00,6163,28.6,8.1,1.2,33.2,6.8,<0.01,0.04,<0.001,33.8,0.316,6.6,103.2,0.013,<10,<10
通霄海水浴場,通霄海水浴場右,乙,2009/8/17 上午 09:20:00,6043,28.8,8.2,1.7,30.3,7.0,0.01,0.07,0.007,30.8,0.746,7.0,106.7,0.005,60,<10
新金山海水浴場,新金山海水浴場中,乙,2009/8/17 上午 09:18:00,6022,27.9,8.1,1.5,29.7,6.6,0.01,0.06,0.010,31.4,0.807,6.7,99.1,0.015,<10,10
后湖海濱公園,后湖海濱公園中,乙,2009/8/17 上午 09:15:00,6142,30.2,8.1,9.8,28.8,6.6,<0.01,<0.01,0.002,32.0,0.165,6.5,103.6,0.003,<10,<10
山水沙灘,山水沙灘中,甲,2009/8/17 上午 09:15:00,6162,28.5,8.1,1.6,33.2,6.8,<0.01,0.04,<0.001,33.9,0.317,6.6,103.3,0.014,<10,<10
新金山海水浴場,新金山海水浴場左,乙,2009/8/17 上午 09:05:00,6021,27.9,8.0,1.8,29.6,6.6,<0.01,0.04,0.009,31.3,1.31,6.6,99.7,0.012,15,<10
通霄海水浴場,通霄海水浴場中,乙,2009/8/17 上午 09:05:00,6042,28.8,8.2,1.8,30.3,6.8,0.01,0.06,0.008,30.9,0.760,6.9,105.7,0.005,110,<10
