numberOfCraftWooden	numberOfCraftSteel	numberOfCraftFRP	tonnage	HP	county	fishingMethod	craftTypeBasedOnTons	tonnageMin	tonnageMax	year
NA	NA	NA	NA	NA	宜蘭縣	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	宜蘭縣	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台南市	一支釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	單船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	彰化縣	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台南縣	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	宜蘭縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台南市	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹縣	刺網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義市	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	彰化縣	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台南縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台南市	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	彰化縣	其他	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台南市	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	單船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台南市	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	一支釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	單船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	火誘網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	一支釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	單船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	一支釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	刺網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	刺網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	其他	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	單船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	刺網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	一支釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	火誘網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	一支釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	刺網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	一支釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中市	單船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台中縣	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	鯛及雜魚延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	刺網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	屏東縣	其他	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	刺網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	雲林縣	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	其他	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	火誘網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	單船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	一支釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	火誘網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	一支釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義縣	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	花蓮縣	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義縣	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	金門縣	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義縣	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	台北市	其他	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義縣	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義縣	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	公務用	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	基隆市	其他	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	定置漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	高雄市	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	嘉義縣	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	連江縣	其他	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	火誘網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	鮪延繩釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	追逐網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	鰹鮪圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	雙船拖網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	鯖圍網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	魷釣	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	養殖漁業作業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	巾著網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	鏢旗魚	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	臺東縣	雜漁業	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	漁獲物搬運	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	澎湖縣	曳繩網	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	新竹市	漁業加工	10t < w < 20t	10	20	2003
NA	NA	NA	NA	NA	南投縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	南投縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	單船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	火誘網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	單船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	嘉義縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	漁獲物搬運	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	鯛及雜魚延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	一支釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	單船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	巾著網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	魷釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	曳繩網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	鏢旗魚	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	刺網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	雙船拖網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	鯖圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	漁業加工	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	養殖漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	桃園縣	定置漁業作業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	高雄縣	雜漁業	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新竹縣	鮪延繩釣	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	宜蘭縣	追逐網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	新北市	公務用	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	台南縣	鰹鮪圍網	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	澎湖縣	其他	100t < w < 200t	100	200	2003
NA	NA	NA	NA	NA	雲林縣	刺網	100t < w < 200t	100	200	2003
