numberOfCraftWooden	numberOfCraftSteel	numberOfCraftFRP	tonnage	HP	county	fishingMethod	craftTypeBasedOnTons	tonnageMin	tonnageMax	year
NA	NA	NA	NA	NA	彰化縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	彰化縣	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	彰化縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	彰化縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	彰化縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	彰化縣	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	彰化縣	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	彰化縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	彰化縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	彰化縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	彰化縣	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	彰化縣	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	彰化縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新北市	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	高雄縣	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南縣	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義縣	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義市	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	花蓮縣	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義市	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	花蓮縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義市	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	花蓮縣	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	宜蘭縣	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	屏東縣	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義市	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	花蓮縣	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	嘉義市	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	花蓮縣	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	苗栗縣	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	花蓮縣	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	花蓮縣	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	南投縣	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	花蓮縣	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	雲林縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	花蓮縣	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	雲林縣	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	澎湖縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	雲林縣	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	澎湖縣	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	雲林縣	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	澎湖縣	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	桃園縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	雲林縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	澎湖縣	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新竹縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中市	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中市	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台北市	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	雲林縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	澎湖縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新竹縣	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中市	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中市	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台北市	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	基隆市	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	雲林縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	公務用	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	澎湖縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新竹縣	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中市	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中市	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台北市	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新竹市	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	追逐網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	雲林縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	金門縣	其他	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	澎湖縣	漁獲物搬運	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新竹縣	鮪延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中市	鏢旗魚	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中市	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台北市	火誘網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新竹市	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	鯛及雜魚延繩釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	雲林縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	連江縣	單船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	澎湖縣	巾著網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新竹縣	魷釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中市	雜漁業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中市	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台北市	一支釣	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	臺東縣	定置漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新竹市	鰹鮪圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台南市	曳繩網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	雲林縣	刺網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	連江縣	雙船拖網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	澎湖縣	鯖圍網	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	新竹縣	漁業加工	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中市	養殖漁業作業	w > 1000t	1000	5000	2006
NA	NA	NA	NA	NA	台中市	漁獲物搬運	w > 1000t	1000	5000	2006
